NUMERO;LOCALIDAD_COLEGIO;PG_ICFES;CON_MAT_ICFES;FISICA_ICFES;BIOLOGIA_ICFES;IDIOMA_ICFES;LOCALIDAD;PROMEDIO_UNO;CAR_UNO;NCC_UNO;NCA_UNO;NCP_UNO;NAC_UNO;NAA_UNO;NAP_UNO;EPA_UNO;CREDITOS_DIFERENCIAL;ESTADO_FINAL;NOTA_DIFERENCIAL;VECES_DIFERENCIAL;NOTA_DIBUJO;VECES_DIBUJO;CREDITOS_DIBUJO;NOTA_QUIMICA;VECES_QUIMICA;CREDITOS_QUIMICA;NOTA_CFJC;VECES_CFJC;CREDITOS_CFJC;NOTA_TEXTOS;VECES_TEXTOS;CREDITOS_TEXTOS;NOTA_SEMINARIO;VECES_SEMINARIO;CREDITOS_SEMINARIO;NOTA_EE_UNO;VECES_EE_UNO;CREDITOS_EE_UNO;RENDIMIENTO_DOS;PROMEDIO_DOS
1096;11;416.0;76.0;59.0;55.0;68.0;11;30.615384615384617;1;17;13;4;6;5;1;1;4;9;27.5;2;31.0;1;2;30.0;1;3;33.0;1;1;36.0;1;2;31.0;1;1;0.0;0;2;1;22.866666666666667
1097;11;419.0;69.0;63.0;55.0;52.0;1;30.066666666666666;2;29;15;14;7;5;2;1;4;1;24.0;3;33.0;1;2;22.666666666666668;3;3;32.0;1;1;37.0;1;2;31.0;1;1;42.0;1;2;2;32.0
1098;14;413.0;68.0;65.0;59.0;50.0;8;38.666666666666664;0;15;15;0;7;7;0;1;4;5;38.0;1;39.0;1;2;37.0;1;3;38.0;1;1;40.0;1;2;33.0;1;1;44.0;1;2;2;35.8235294117647
1099;10;427.19;77.8;53.11;57.16;56.48;10;30.788888888888888;3;26;15;11;7;4;3;1;4;9;24.333333333333332;3;27.5;2;2;30.0;1;3;40.0;1;1;38.0;1;2;25.5;2;1;39.0;1;2;1;23.68888888888889
1100;16;419.0;68.0;63.0;53.0;60.0;8;34.766666666666666;1;16;15;1;7;6;1;1;4;5;34.0;1;34.0;1;2;34.0;1;3;36.0;1;1;34.0;1;2;23.5;2;1;44.0;1;2;2;35.411764705882355
1101;16;408.0;85.0;56.0;51.0;41.0;16;31.32222222222222;3;24;15;9;7;5;2;1;4;5;23.0;2;31.0;1;2;30.5;2;3;36.0;1;1;33.0;1;2;24.333333333333332;3;1;49.0;1;2;2;30.470588235294116
1102;8;407.0;76.0;59.0;55.0;53.0;8;26.282051282051277;4;28;13;15;6;2;4;1;4;9;20.333333333333332;3;29.0;2;2;27.0;2;3;34.0;1;1;33.0;1;2;21.333333333333332;3;1;0.0;0;2;1;27.2
1103;20;405.0;75.0;65.0;51.0;52.0;20;28.46153846153846;2;22;13;9;6;4;2;2;4;9;23.0;3;34.0;1;2;32.0;1;3;32.0;1;1;30.0;1;2;22.0;2;1;0.0;0;2;1;23.666666666666668
1104;10;402.0;75.0;60.0;48.0;68.0;10;34.333333333333336;0;15;15;0;7;7;0;1;4;2;31.0;1;39.0;1;2;34.0;1;3;39.0;1;1;35.0;1;2;32.0;1;1;35.0;1;2;2;35.26470588235294
1105;6;429.0;64.0;59.0;63.0;43.0;18;37.2;0;15;15;0;7;7;0;1;4;5;34.0;1;36.0;1;2;36.0;1;3;40.0;1;1;40.0;1;2;30.0;1;1;46.0;1;2;2;37.94117647058823
1106;16;415.0;69.0;59.0;55.0;55.0;10;33.55555555555556;2;24;15;9;7;5;2;1;4;2;26.333333333333332;3;37.0;1;2;33.0;1;3;35.0;1;1;35.0;1;2;22.0;2;1;49.0;1;2;2;31.676470588235293
1107;11;417.0;83.0;52.0;39.0;68.0;20;30.12820512820513;1;15;13;2;6;5;1;1;4;9;30.0;1;36.0;1;2;31.0;1;3;36.0;1;1;33.0;1;2;4.666666666666667;3;1;0.0;0;2;1;7.433333333333334
1108;20;415.0;63.0;70.0;63.0;45.0;7;15.282051282051281;3;26;13;13;6;2;4;1;4;9;4.0;3;30.0;1;2;8.0;2;3;23.0;1;1;37.0;1;2;1.6666666666666667;3;1;0.0;0;2;1;1.5
1109;11;413.0;75.0;60.0;63.0;55.0;11;30.8;3;23;15;8;7;5;2;1;4;9;24.0;2;30.0;1;2;29.5;2;3;36.0;1;1;37.0;1;2;33.5;2;1;37.0;1;2;1;26.0
1110;2;431.0;75.0;49.0;63.0;49.0;10;20.8;3;23;15;8;7;3;4;1;4;9;11.5;2;34.0;1;2;14.5;2;3;38.0;1;1;33.0;1;2;12.5;2;1;19.0;1;2;1;3.0
1111;20;412.0;60.0;72.0;55.0;45.0;8;34.55555555555555;1;17;15;2;7;6;1;1;4;2;30.0;1;37.0;1;2;35.0;1;3;39.0;1;1;37.0;1;2;20.333333333333332;3;1;43.0;1;2;2;35.94117647058823
1112;6;423.65;70.5;54.31;49.7;60.23;6;17.46153846153846;0;13;13;0;6;0;6;2;4;9;12.0;1;15.0;1;2;20.0;1;3;21.0;1;1;23.0;1;2;22.0;1;1;0.0;0;2;1;0.0
1113;20;426.0;63.0;60.0;58.0;49.0;20;20.58974358974359;3;29;13;16;6;3;3;1;4;9;11.333333333333334;3;34.0;1;2;16.666666666666668;3;3;34.0;1;1;32.0;1;2;6.333333333333333;3;1;0.0;0;2;1;12.75
1114;1;431.0;66.0;59.0;72.0;65.0;11;29.0;3;25;13;12;6;3;3;1;4;9;25.0;3;34.0;1;2;26.5;2;3;34.0;1;1;34.0;1;2;27.5;2;1;0.0;0;2;2;32.27272727272727
1115;8;407.0;68.0;63.0;51.0;72.0;8;37.166666666666664;1;16;15;1;7;7;0;1;4;5;35.0;1;37.0;1;2;34.0;1;3;37.0;1;1;36.0;1;2;32.5;2;1;50.0;1;2;2;36.0
1116;20;375.0;69.0;72.0;44.0;45.0;11;32.46153846153846;1;17;13;4;6;6;0;1;4;9;32.5;2;32.0;1;2;30.0;1;3;34.0;1;1;35.0;1;2;34.0;1;1;0.0;0;2;2;31.733333333333334
1117;19;405.0;69.0;68.0;59.0;50.0;19;8.999999999999998;6;36;13;23;6;0;6;1;4;9;6.0;3;8.5;2;2;10.666666666666666;3;3;8.0;2;1;16.333333333333332;3;2;3.3333333333333335;3;1;0.0;0;2;1;0.0
1118;15;430.0;63.0;56.0;51.0;55.0;5;21.410256410256412;6;32;13;19;6;1;5;1;4;9;17.666666666666668;3;15.333333333333334;3;2;26.0;2;3;31.5;2;1;22.5;2;2;22.5;2;1;0.0;0;2;1;28.416666666666668
1120;14;410.0;69.0;63.0;68.0;52.0;14;21.076923076923077;0;13;13;0;6;3;3;2;4;9;8.0;1;30.0;1;2;25.0;1;3;35.0;1;1;31.0;1;2;10.0;1;1;0.0;0;2;1;0.0
1121;1;413.0;75.0;56.0;63.0;83.0;1;34.36666666666667;2;20;15;5;7;5;2;1;4;2;29.5;2;34.0;1;2;35.0;1;3;33.0;1;1;37.0;1;2;25.5;2;1;46.0;1;2;2;33.58888888888889
1122;18;423.0;71.0;54.0;53.0;65.0;8;32.86666666666667;1;19;15;4;7;6;1;1;4;5;28.0;2;34.0;1;2;30.0;1;3;34.0;1;1;38.0;1;2;31.0;1;1;41.0;1;2;2;39.94117647058823
1123;20;393.0;68.0;70.0;48.0;41.0;20;18.307692307692307;0;13;13;0;6;0;6;2;4;9;15.0;1;18.0;1;2;16.0;1;3;25.0;1;1;27.0;1;2;15.0;1;1;0.0;0;2;1;0.0
1124;7;402.0;64.0;69.0;58.0;45.0;20;25.217948717948715;3;26;13;13;6;3;3;1;4;9;18.333333333333332;3;32.0;1;2;24.5;2;3;38.0;1;1;32.0;1;2;15.0;3;1;0.0;0;2;1;15.75
1125;19;412.0;75.0;56.0;48.0;45.0;8;27.23076923076923;4;23;13;10;6;2;4;1;4;9;24.5;2;32.0;1;2;28.0;2;3;34.0;1;1;25.0;2;2;24.0;2;1;0.0;0;2;1;0.0
1126;8;454.0;59.0;52.0;59.0;49.0;8;37.266666666666666;1;19;15;4;7;6;1;1;4;5;29.0;2;37.0;1;2;35.0;1;3;40.0;1;1;50.0;1;2;34.0;1;1;45.0;1;2;2;33.3235294117647
1127;9;426.0;69.0;55.0;51.0;49.0;9;37.6;0;15;15;0;7;7;0;1;4;5;34.0;1;30.0;1;2;39.0;1;3;33.0;1;1;50.0;1;2;30.0;1;1;44.0;1;2;2;37.38235294117647
1128;8;415.0;63.0;65.0;55.0;58.0;8;26.766666666666666;4;31;15;16;7;3;4;1;4;9;22.666666666666668;3;26.666666666666668;3;2;23.0;2;3;36.0;1;1;33.0;1;2;20.5;2;1;33.0;1;2;2;31.166666666666668
1129;19;418.0;60.0;63.0;51.0;47.0;19;14.5;5;25;13;12;6;1;5;1;4;9;2.5;2;13.5;2;2;19.5;2;3;36.0;1;1;20.5;2;2;16.0;2;1;0.0;0;2;1;1.5
1130;15;390.0;74.0;66.0;56.0;47.0;14;16.307692307692307;0;13;13;0;6;3;3;2;4;9;1.0;1;32.0;1;2;10.0;1;3;38.0;1;1;30.0;1;2;16.0;1;1;0.0;0;2;1;0.0
1131;8;405.0;76.0;55.0;51.0;53.0;8;33.333333333333336;1;19;15;4;7;6;1;1;4;5;27.0;2;32.0;1;2;32.0;1;3;34.0;1;1;35.0;1;2;30.0;1;1;49.0;1;2;2;37.470588235294116
1132;20;416.0;60.0;66.0;58.0;59.0;20;34.6;0;15;15;0;7;7;0;1;4;2;30.0;1;34.0;1;2;33.0;1;3;35.0;1;1;40.0;1;2;33.0;1;1;42.0;1;2;2;35.294117647058826
1133;11;409.0;75.0;56.0;51.0;52.0;11;27.743589743589745;2;27;13;14;6;4;2;2;4;9;25.666666666666668;3;35.0;1;2;21.666666666666668;3;3;30.0;1;1;31.0;1;2;31.0;1;1;0.0;0;2;1;22.666666666666668
1134;8;428.0;64.0;59.0;63.0;52.0;8;35.733333333333334;1;21;15;6;7;6;1;1;4;5;30.0;1;42.0;1;2;26.333333333333332;3;3;37.0;1;1;50.0;1;2;30.0;1;1;43.0;1;2;2;36.588235294117645
1135;8;403.0;68.0;66.0;53.0;68.0;21;16.307692307692307;3;20;13;7;6;2;4;1;4;9;12.0;2;31.0;1;2;3.0;1;3;30.0;1;1;24.5;2;2;14.0;2;1;0.0;0;2;1;0.0
1136;8;425.0;76.0;51.0;63.0;63.0;10;31.233333333333334;3;27;15;12;7;5;2;1;4;2;25.0;3;36.0;1;2;26.5;2;3;30.0;1;1;34.0;1;2;31.0;2;1;44.0;1;2;2;34.1764705882353
1137;8;442.0;63.0;52.0;68.0;71.0;8;30.9;4;29;15;14;7;5;2;2;4;9;24.0;3;34.0;1;2;26.5;2;3;37.0;1;1;34.0;2;2;31.0;2;1;42.0;1;2;2;33.588235294117645
1138;6;409.54;70.5;56.8;51.64;46.92;6;36.46666666666667;1;18;15;3;7;6;1;1;4;2;41.0;1;42.0;1;2;27.0;2;3;37.0;1;1;31.0;1;2;33.0;1;1;43.0;1;2;3;42.23529411764706
1139;20;415.31;66.56;59.57;61.52;73.24;20;33.1;3;23;15;8;7;5;2;1;4;11;27.5;2;47.0;1;2;25.0;2;3;41.0;1;1;40.0;1;2;32.5;2;1;32.0;1;2;2;37.26470588235294
1140;4;432.0;63.0;60.0;48.0;56.0;18;31.35897435897436;3;25;13;12;6;3;3;1;4;9;26.666666666666668;3;44.0;1;2;24.0;2;3;34.0;1;1;41.0;1;2;25.0;2;1;0.0;0;2;1;24.3
1141;11;429.0;68.0;52.0;68.0;74.0;16;34.36666666666667;2;19;15;4;7;6;1;1;4;5;30.0;1;39.0;1;2;24.5;2;3;40.0;1;1;39.0;1;2;30.0;2;1;48.0;1;2;2;33.1764705882353
1142;11;415.0;75.0;55.0;63.0;80.0;13;37.69230769230769;0;13;13;0;6;6;0;1;4;9;40.0;1;44.0;1;2;30.0;1;3;41.0;1;1;39.0;1;2;33.0;1;1;0.0;0;2;1;0.0
1143;20;427.0;68.0;56.0;63.0;50.0;20;31.692307692307693;2;20;13;7;6;4;2;1;4;9;18.5;2;44.0;1;2;23.0;2;3;42.0;1;1;50.0;1;2;39.0;1;1;0.0;0;2;1;29.0
1144;8;411.0;69.0;59.0;63.0;47.0;19;30.05128205128205;3;25;13;12;6;3;3;1;4;9;21.666666666666668;3;42.0;1;2;24.5;2;3;37.0;1;1;42.0;1;2;25.5;2;1;0.0;0;2;2;31.75
1145;11;424.0;55.0;65.0;77.0;52.0;11;32.15555555555555;2;29;15;14;7;5;2;1;4;2;26.333333333333332;3;43.0;1;2;24.666666666666668;3;3;37.0;1;1;39.0;1;2;30.0;1;1;36.0;1;2;2;31.558823529411764
1146;10;416.0;59.0;65.0;63.0;56.0;3;29.844444444444445;3;31;15;16;7;4;3;1;4;9;22.666666666666668;3;40.0;1;2;25.333333333333332;3;3;35.0;1;1;34.0;1;2;22.0;3;1;38.0;1;2;2;30.2
1147;12;409.0;68.0;60.0;59.0;53.0;8;31.744444444444447;3;28;15;13;7;4;3;1;4;2;25.0;3;42.0;1;2;26.5;2;3;32.0;1;1;34.0;1;2;24.666666666666668;3;1;44.0;1;2;2;32.64705882352941
1148;20;415.0;54.0;68.0;57.0;47.0;13;33.9;2;19;15;4;7;6;1;1;4;2;31.0;1;38.0;1;2;24.5;2;3;42.0;1;1;32.0;1;2;31.0;2;1;49.0;1;2;2;35.88235294117647
1149;5;386.0;76.0;59.0;33.0;50.0;5;27.46153846153846;2;27;13;14;6;4;2;2;4;9;15.0;3;42.0;1;2;21.0;3;3;40.0;1;1;40.0;1;2;30.0;1;1;0.0;0;2;1;22.7
1150;20;391.0;63.0;70.0;51.0;39.0;20;8.0;0;13;13;0;6;0;6;2;4;9;5.0;1;13.0;1;2;3.0;1;3;20.0;1;1;11.0;1;2;7.0;1;1;0.0;0;2;1;0.0
1151;11;408.0;68.0;62.0;57.0;55.0;11;33.3;2;19;15;4;7;6;1;1;4;2;30.0;1;38.0;1;2;25.0;2;3;40.0;1;1;34.0;1;2;34.5;2;1;43.0;1;2;2;34.529411764705884
1152;19;424.0;55.0;65.0;77.0;61.0;19;31.866666666666667;2;29;15;14;7;6;1;1;4;2;30.0;3;37.0;1;2;23.333333333333332;3;3;39.0;1;1;30.0;1;2;31.0;1;1;42.0;1;2;2;35.61764705882353
1153;8;401.0;75.0;59.0;62.0;37.0;8;30.799999999999997;4;30;15;15;7;3;4;2;4;11;29.333333333333332;3;37.0;1;2;24.0;2;3;27.333333333333332;3;1;30.0;1;2;23.333333333333332;3;1;44.0;1;2;2;34.14705882352941
1154;3;416.0;74.0;52.0;53.0;48.0;17;33.3;1;18;15;3;7;6;1;1;4;11;30.0;1;42.0;1;2;24.5;2;3;31.0;1;1;35.0;1;2;33.0;1;1;44.0;1;2;2;32.05882352941177
1155;16;423.0;74.0;65.0;51.0;68.0;16;41.86666666666667;0;15;15;0;7;7;0;1;4;5;43.0;1;37.0;1;2;40.0;1;3;34.0;1;1;41.0;1;2;46.0;1;1;50.0;1;2;2;39.05882352941177
1156;16;384.74;52.71;52.14;49.94;70.37;19;35.93333333333333;1;21;15;6;7;6;1;1;4;2;34.0;1;44.0;1;2;23.333333333333332;3;3;36.0;1;1;43.0;1;2;33.0;1;1;45.0;1;2;2;36.35294117647059
1157;20;389.0;65.0;69.0;47.0;40.0;10;32.9;4;28;15;13;7;5;2;2;4;2;28.0;2;30.0;2;2;27.0;3;3;35.0;1;1;36.0;1;2;35.5;2;1;49.0;1;2;2;35.05882352941177
1158;20;389.05;57.88;59.57;47.34;68.86;9;31.833333333333332;2;22;15;7;7;5;2;1;4;11;25.0;2;30.0;1;2;16.5;2;3;41.0;1;1;50.0;1;2;35.0;1;1;46.0;1;2;2;31.38235294117647
1159;10;387.41;55.69;52.29;59.32;94.05;7;35.03333333333333;1;18;15;3;7;6;1;1;4;2;30.0;1;36.0;1;2;28.5;2;3;40.0;1;1;40.0;1;2;34.0;1;1;47.0;1;2;2;32.05882352941177
1160;20;375.0;56.0;43.0;55.0;50.0;20;32.2;2;22;15;7;7;5;2;1;4;5;26.0;2;30.0;1;2;29.0;2;3;38.0;1;1;40.0;1;2;30.0;1;1;42.0;1;2;2;34.088235294117645
1161;20;362.0;48.0;52.0;51.0;43.0;20;33.922222222222224;3;27;15;12;7;4;3;1;4;2;29.333333333333332;3;32.0;1;2;25.0;2;3;39.0;1;1;50.0;1;2;27.5;2;1;43.0;1;2;2;37.3235294117647
1162;13;357.0;46.0;43.0;58.0;43.0;8;26.76923076923077;4;28;13;15;6;3;3;1;4;9;23.5;2;26.0;3;2;21.0;3;3;32.0;1;1;38.0;1;2;31.0;2;1;0.0;0;2;2;32.833333333333336
1163;20;405.0;68.0;56.0;63.0;50.0;5;29.46153846153846;3;21;13;8;6;3;3;1;4;9;25.0;2;30.0;1;2;25.0;2;3;39.0;1;1;42.0;1;2;25.0;2;1;0.0;0;2;1;18.625
1164;10;413.0;55.0;49.0;69.0;47.0;10;28.923076923076923;2;21;13;8;6;4;2;2;4;9;31.0;1;30.0;1;2;20.0;3;3;35.0;1;1;39.0;1;2;19.0;3;1;0.0;0;2;1;21.125
1165;11;422.0;55.0;60.0;63.0;43.0;11;35.06666666666667;3;24;15;9;7;4;3;1;4;5;26.0;2;28.0;2;2;29.0;2;3;41.0;1;1;50.0;1;2;38.0;1;1;50.0;1;2;3;41.35294117647059
1166;5;401.0;63.0;52.0;51.0;52.0;5;31.166666666666668;3;24;15;9;7;5;2;1;4;9;25.0;2;32.5;2;2;20.5;2;3;41.0;1;1;40.0;1;2;36.0;1;1;42.0;1;2;1;27.9
1167;15;409.0;55.0;56.0;59.0;58.0;18;34.96666666666667;3;23;15;8;7;4;3;1;4;5;28.0;2;37.0;1;2;28.0;2;3;41.0;1;1;50.0;1;2;27.5;2;1;43.0;1;2;2;38.588235294117645
1168;20;386.0;71.0;55.0;53.0;46.0;20;30.32051282051282;2;26;15;11;6;4;2;1;4;9;25.666666666666668;3;30.0;1;2;25.5;2;3;37.0;1;1;44.0;1;2;30.0;1;1;0.0;1;2;1;29.041666666666668
1169;4;388.06;61.49;58.27;52.77;52.09;5;14.448717948717949;4;30;13;17;6;2;4;1;4;9;6.0;3;40.0;1;2;9.5;2;3;32.0;1;1;6.0;3;2;11.333333333333334;3;1;0.0;0;2;2;33.0
1170;20;368.0;59.0;54.0;51.0;35.0;20;32.25555555555555;4;29;15;14;7;5;2;2;4;2;29.333333333333332;3;30.0;2;2;25.5;2;3;39.0;1;1;40.0;1;2;33.0;2;1;39.0;1;2;2;34.26470588235294
1171;11;377.0;64.0;47.0;51.0;45.0;11;33.3;1;18;15;3;7;6;1;1;4;2;30.0;1;34.0;1;2;23.5;2;3;38.0;1;1;38.0;1;2;31.0;1;1;48.0;1;2;2;37.470588235294116
1172;20;374.0;52.0;55.0;51.0;43.0;11;25.807692307692307;2;18;13;5;6;4;2;2;4;9;30.0;1;17.5;2;2;11.5;2;3;38.0;1;1;39.0;1;2;30.0;1;1;0.0;0;2;1;6.75
1173;9;479.0;108.0;61.0;65.0;70.0;9;39.0;0;15;15;0;7;7;0;1;4;5;30.0;1;45.0;1;2;31.0;1;3;46.0;1;1;50.0;1;2;42.0;1;1;47.0;1;2;3;42.14705882352941
1174;6;464.0;77.0;78.0;54.0;68.0;19;39.266666666666666;0;15;15;0;7;7;0;1;4;2;35.0;1;45.0;1;2;30.0;1;3;37.0;1;1;45.0;1;2;44.0;1;1;49.0;1;2;3;40.64705882352941
1175;13;471.0;85.0;67.0;64.0;75.0;10;32.80769230769231;2;20;13;7;6;4;2;1;4;9;28.5;2;45.0;1;2;23.5;2;3;39.0;1;1;36.0;1;2;41.0;1;1;0.0;0;2;2;32.333333333333336
1176;16;460.0;77.0;70.0;67.0;65.0;16;29.153846153846153;0;13;13;0;6;4;2;2;4;9;23.0;1;45.0;1;2;19.0;1;3;31.0;1;1;35.0;1;2;39.0;1;1;0.0;0;2;1;0.0
1177;20;419.71;112.99;53.68;38.73;61.22;6;44.0;0;11;11;0;1;1;0;1;4;9;0.0;1;44.0;1;2;0.0;1;3;0.0;1;1;0.0;0;2;0.0;1;1;0.0;0;2;1;0.0
1178;16;459.0;80.0;70.0;64.0;72.0;16;36.93333333333333;1;18;15;3;7;7;0;1;4;11;32.0;1;45.0;1;2;31.0;2;3;35.0;1;1;43.0;1;2;36.0;1;1;43.0;1;2;2;35.11764705882353
1179;19;467.0;91.0;52.0;63.0;61.0;19;35.2;0;15;15;0;7;7;0;1;4;9;31.0;1;45.0;1;2;30.0;1;3;37.0;1;1;35.0;1;2;37.0;1;1;40.0;1;2;2;38.1764705882353
1180;2;452.0;80.0;67.0;67.0;65.0;9;40.8;0;15;15;0;7;7;0;1;4;2;36.0;1;45.0;1;2;38.0;1;3;36.0;1;1;50.0;1;2;46.0;1;1;41.0;1;2;2;37.64705882352941
1181;6;441.0;85.0;67.0;54.0;50.0;6;29.733333333333334;3;27;15;12;7;3;4;1;4;9;27.0;2;45.0;1;2;26.333333333333332;3;3;30.0;1;1;27.0;2;2;39.0;1;1;23.0;1;2;1;29.3
1182;20;452.0;84.0;62.0;64.0;68.0;20;27.192307692307693;2;18;13;5;6;4;2;2;4;9;30.0;1;45.0;1;2;15.5;2;3;31.0;1;1;14.0;2;2;38.0;1;1;0.0;0;2;1;5.142857142857143
1183;10;461.0;91.0;53.0;64.0;80.0;10;37.8;0;15;15;0;7;7;0;1;4;2;33.0;1;45.0;1;2;31.0;1;3;37.0;1;1;41.0;1;2;41.0;1;1;46.0;1;2;2;36.411764705882355
1184;11;442.0;90.0;62.0;62.0;70.0;11;38.0;1;18;15;3;7;7;0;1;4;5;30.0;1;45.0;1;2;32.0;2;3;38.0;1;1;43.0;1;2;42.0;1;1;49.0;1;2;3;41.411764705882355
1185;11;446.0;80.0;67.0;59.0;77.0;11;30.76923076923077;0;13;13;0;6;4;2;1;4;9;21.0;1;45.0;1;2;19.0;1;3;37.0;1;1;50.0;1;2;32.0;1;1;0.0;0;2;1;0.0
1186;20;459.0;80.0;61.0;60.0;51.0;20;37.2;0;15;15;0;7;7;0;1;4;2;30.0;1;45.0;1;2;30.0;1;3;39.0;1;1;42.0;1;2;45.0;1;1;45.0;1;2;2;35.588235294117645
1187;1;449.0;76.0;67.0;64.0;59.0;1;39.0;1;19;15;4;7;7;0;1;4;2;35.5;2;45.0;1;2;30.0;1;3;36.0;1;1;47.0;1;2;39.0;1;1;47.0;1;2;2;39.23529411764706
1188;20;442.0;86.0;63.0;68.0;52.0;5;44.0;0;13;13;0;1;1;0;1;4;9;0.0;1;44.0;1;2;0.0;1;3;0.0;1;1;0.0;1;2;0.0;1;1;0.0;0;2;1;0.0
1189;9;450.0;81.0;64.0;65.0;75.0;9;41.333333333333336;0;15;15;0;7;7;0;1;4;5;38.0;1;45.0;1;2;37.0;1;3;41.0;1;1;42.0;1;2;42.0;1;1;50.0;1;2;3;40.588235294117645
1190;8;421.0;90.0;66.0;56.0;58.0;8;36.2;3;27;15;12;7;6;1;1;4;2;36.0;2;45.0;1;2;30.0;3;3;37.0;1;1;29.0;2;2;42.0;1;1;41.0;1;2;2;36.588235294117645
1191;10;450.0;74.0;67.0;64.0;65.0;10;37.6;0;15;15;0;7;7;0;1;4;2;31.0;1;45.0;1;2;38.0;1;3;32.0;1;1;40.0;1;2;38.0;1;1;43.0;1;2;2;38.294117647058826
1192;8;419.0;90.0;70.0;55.0;55.0;8;36.266666666666666;2;22;15;7;7;6;1;1;4;11;34.5;2;39.0;1;2;25.0;2;3;35.0;1;1;45.0;1;2;42.0;1;1;43.0;1;2;2;36.588235294117645
1193;10;452.0;73.0;70.0;69.0;70.0;10;30.307692307692307;0;13;13;0;6;4;2;1;4;9;30.0;1;24.0;1;2;20.0;1;3;36.0;1;1;50.0;1;2;30.0;1;1;0.0;0;2;1;0.0
1194;14;426.0;90.0;59.0;62.0;56.0;7;34.13333333333333;2;22;15;7;7;6;1;1;4;2;34.0;2;36.0;1;2;23.0;2;3;40.0;1;1;37.0;1;2;41.0;1;1;40.0;1;2;2;34.588235294117645
1195;10;452.0;73.0;65.0;67.0;75.0;10;34.61538461538461;0;13;13;0;6;5;1;1;4;9;33.0;1;42.0;1;2;24.0;1;3;36.0;1;1;43.0;1;2;40.0;1;1;0.0;0;2;1;0.0
1196;20;433.0;97.0;53.0;59.0;77.0;20;32.9;1;18;15;3;7;6;1;1;4;2;30.0;1;38.0;1;2;27.5;2;3;35.0;1;1;36.0;1;2;44.0;1;1;32.0;1;2;2;37.64705882352941
1197;20;444.0;81.0;62.0;64.0;51.0;20;5.461538461538462;4;23;13;10;6;0;6;1;4;9;2.5;2;5.5;2;2;3.0;2;3;13.0;1;1;11.0;1;2;6.0;2;1;0.0;0;2;1;0.0
1198;14;451.0;64.0;65.0;54.0;65.0;11;40.46666666666667;0;15;15;0;7;7;0;1;4;2;36.0;1;43.0;1;2;33.0;1;3;38.0;1;1;50.0;1;2;40.0;1;1;50.0;1;2;3;44.470588235294116
1199;20;436.0;69.0;75.0;63.0;55.0;2;35.266666666666666;2;20;15;5;7;7;0;1;4;5;30.0;1;33.5;2;2;35.0;2;3;33.0;1;1;38.0;1;2;44.0;1;1;42.0;1;2;2;38.705882352941174
1200;13;449.0;70.0;65.0;62.0;83.0;12;7.615384615384615;0;13;13;0;6;0;6;2;4;9;6.0;1;10.0;1;2;7.0;1;3;12.0;1;1;7.0;1;2;8.0;1;1;0.0;0;2;1;0.0
1201;20;462.0;70.0;60.0;76.0;72.0;20;6.769230769230769;0;13;13;0;6;0;6;2;4;9;4.0;1;12.0;1;2;3.0;1;3;11.0;1;1;11.0;1;2;6.0;1;1;0.0;0;2;1;0.0
1202;14;426.0;90.0;55.0;50.0;61.0;16;33.69230769230769;1;16;13;3;6;5;1;1;4;9;31.0;1;37.0;1;2;28.0;2;3;38.0;1;1;38.0;1;2;42.0;1;1;0.0;0;2;1;20.966666666666665
1203;9;435.0;85.0;57.0;58.0;70.0;13;20.807692307692307;3;22;13;9;6;3;3;1;4;9;12.0;2;24.5;2;2;14.5;2;3;30.0;1;1;30.0;1;2;40.0;1;1;0.0;0;2;1;7.285714285714286
1204;7;435.0;76.0;65.0;64.0;51.0;7;18.17948717948718;5;35;13;22;6;1;5;1;4;9;19.0;3;24.333333333333332;3;2;16.0;3;3;12.666666666666666;3;1;10.5;2;2;30.0;1;1;0.0;0;2;1;14.0
1205;20;451.0;77.0;59.0;65.0;77.0;20;23.82051282051282;3;29;13;16;6;3;3;1;4;9;18.666666666666668;3;29.5;2;2;17.666666666666668;3;3;30.0;1;1;30.0;1;2;33.0;1;1;0.0;0;2;1;22.0
1206;10;439.0;80.0;57.0;59.0;68.0;10;28.923076923076923;0;13;13;0;6;5;1;2;4;9;30.0;1;34.0;1;2;13.0;1;3;37.0;1;1;40.0;1;2;32.0;1;1;0.0;0;2;1;0.0
1207;15;435.0;81.0;61.0;63.0;68.0;4;38.6;1;18;15;3;7;7;0;1;4;11;34.0;1;42.0;1;2;35.0;2;3;39.0;1;1;43.0;1;2;41.0;1;1;44.0;1;2;2;39.6
1208;4;425.0;74.0;67.0;54.0;68.0;12;27.615384615384617;0;13;13;0;6;3;3;2;4;9;25.0;1;28.0;1;2;21.0;1;3;35.0;1;1;32.0;1;2;41.0;1;1;0.0;0;2;1;0.0
1209;17;447.0;70.0;62.0;66.0;70.0;19;34.36666666666667;3;24;15;9;7;6;1;1;4;2;31.0;2;30.0;2;2;23.5;2;3;37.0;1;1;43.0;1;2;44.0;1;1;47.0;1;2;2;35.35294117647059
1210;11;423.0;80.0;65.0;57.0;80.0;11;35.666666666666664;2;22;15;7;7;5;2;1;4;5;29.5;2;39.0;1;2;25.0;2;3;36.0;1;1;44.0;1;2;42.0;1;1;49.0;1;2;2;37.470588235294116
