NUMERO;PROMEDIO_UNO;PROMEDIO_DOS;NOTA_EE_DOS;PROMEDIO_TRES;NOTA_MULTIVARIADO;NOTA_FISICA_DOS;NOTA_EE_CUATRO;PROMEDIO_CINCO;NOTA_PROCESOSM;NOTA_ADMINISTRACION;NOTA_LENGUA_UNO;NOTA_EI_UNO;NOTA_EI_DOS;PROMEDIO_SEIS;NAC_SEIS;NOTA_PLINEAL;NOTA_IECONOMICA;NOTA_DISEÑO;NOTA_METODOS;NOTA_EI_TRES;PROMEDIO_SIETE;CAR_SIETE;NCC_SIETE;NCA_SIETE;NCP_SIETE;NAC_SIETE;NAA_SIETE;NAP_SIETE;EPA_SIETE;NOTA_EMPRENDIMIENTO;VECES_EMPRENDIMIENTO;CREDITOS_EMPRENDIMIENTO;NOTA_GRAFOS;VECES_GRAFOS;CREDITOS_GRAFOS;NOTA_CALIDAD_UNO;VECES_CALIDAD_UNO;CREDITOS_CALIDAD_UNO;NOTA_MECARDOTECNIA;VECES_MERCADOTECNIA;CREDITOS_MERCADOTECNIA;NOTA_ERGONOMIA;VECES_ERGONOMIA;CREDITOS_ERGONOMIA;NOTA_HOMBRE;VECES_HOMBRE;CREDITOS_HOMBRE;NOTA_EI_CUATRO;VECES_EI_CUATRO;CREDITOS_EI_CUATRO;NOTA_EI_CINCO;VECES_EI_CINCO;CREDITOS_EI_CINCO;RENDIMIENTO_OCHO;PROMEDIO_OCHO
2;31.8;31.65625;32.0;37.93333333333333;35.0;30.0;30;34.0625;40.0;27.5;42.5;45.0;0.0;30.375;7;30.0;40.0;30.0;30.0;0;30.5;0;9;9;0;5;5;0;1;0.0;0;2;41.0;1;2;31.0;1;2;33.0;1;2;30.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;1;27.0
5;36.333333333333336;34.78125;37.0;37.0;35.0;40.0;45;30.416666666666668;30.0;35.0;0.0;0.0;0.0;33.25;7;25.0;40.0;45.0;30.0;0;33.2;0;9;9;0;5;5;0;1;0.0;0;2;46.0;1;2;35.0;1;2;35.0;1;2;35.0;1;2;30.0;1;1;0.0;0;2;0.0;0;2;2;34.2
6;35.333333333333336;35.0;35.0;40.733333333333334;35.0;30.0;44;38.333333333333336;45.0;40.0;0.0;0.0;0.0;36.0625;7;30.0;40.0;40.0;40.0;0;35.5;0;9;9;0;5;5;0;1;0.0;0;2;50.0;1;2;35.0;1;2;35.0;1;2;40.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;2;36.6
9;38.666666666666664;34.3125;37.0;40.733333333333334;35.0;35.0;40;32.857142857142854;30.0;30.0;42.5;0.0;0.0;34.0;7;35.0;30.0;35.0;40.0;0;36.1;0;9;9;0;5;5;0;1;0.0;0;2;45.0;1;2;45.0;1;2;33.0;1;2;35.0;1;2;45.0;1;1;0.0;0;2;0.0;0;2;2;34.583333333333336
10;33.666666666666664;34.5625;38.0;37.53333333333333;35.0;35.0;43;30.625;40.0;35.0;0.0;0.0;0.0;32.5;7;30.0;30.0;35.0;40.0;0;35.5;0;9;9;0;5;5;0;1;0.0;0;2;40.0;1;2;45.0;1;2;30.0;1;2;40.0;1;2;45.0;1;1;0.0;0;2;0.0;0;2;2;34.8
11;32.53333333333333;30.833333333333332;38.0;28.142857142857142;25.0;30.0;32;32.2;31.0;35.0;0.0;35.0;30.0;33.16666666666667;8;29.5;21.666666666666668;40.0;36.0;40;33.9;0;9;9;0;5;5;0;1;0.0;0;2;37.0;1;2;41.0;1;2;33.0;1;2;41.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;2;31.6
12;34.2;33.09375;36.0;36.733333333333334;30.0;30.0;44;31.642857142857142;33.0;35.0;42.0;0.0;0.0;33.0625;7;30.0;30.0;40.0;35.0;0;34.9;0;9;9;0;5;5;0;1;0.0;0;2;49.0;1;2;37.0;1;2;31.0;1;2;40.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;1;27.9
15;37.93333333333333;39.0625;50.0;40.333333333333336;40.0;40.0;45;40.42857142857143;45.0;45.0;45.5;0.0;0.0;39.5;7;35.0;40.0;35.0;50.0;0;39.0;0;9;9;0;5;5;0;1;0.0;0;2;40.0;1;2;45.0;1;2;45.0;1;2;45.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;3;41.5
16;35.4;33.3125;34.0;39.06666666666667;30.0;35.0;45;38.05882352941177;40.0;40.0;40.0;45.0;36.0;36.64705882352941;8;30.0;30.0;40.0;40.0;43;35.4;0;9;9;0;5;5;0;1;0.0;0;2;40.0;1;2;40.0;1;2;32.0;1;2;45.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;31.444444444444446
18;32.733333333333334;32.03125;35.0;33.766666666666666;27.5;30.0;35;32.4;30.0;35.0;0.0;40.0;38.0;30.625;7;24.666666666666668;30.0;40.0;35.0;0;35.0;0;9;9;0;5;5;0;1;0.0;0;2;49.0;1;2;35.0;1;2;30.0;1;2;41.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;30.7
20;37.2;36.375;46.0;42.2;35.0;40.0;45;34.0;35.0;35.0;0.0;48.0;0.0;34.375;7;30.0;40.0;35.0;35.0;0;36.4;0;9;9;0;5;5;0;1;0.0;0;2;40.0;1;2;40.0;1;2;42.0;1;2;40.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;37.4
21;33.4;36.34375;47.0;37.06666666666667;30.0;35.0;40;31.785714285714285;35.0;35.0;0.0;40.0;0.0;30.5;7;25.0;30.0;45.0;35.0;0;33.4;1;11;9;2;5;5;0;1;0.0;0;2;36.0;2;2;40.0;1;2;31.0;1;2;40.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;30.9
22;41.666666666666664;40.892857142857146;50.0;38.333333333333336;40.0;0.0;0;31.428571428571427;0.0;0.0;0.0;0.0;0.0;29.166666666666668;2;0.0;0.0;35.0;35.0;0;7.5;0;1;1;0;1;0;1;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;15.0;1;1;0.0;0;2;0.0;0;2;1;0.0
23;34.666666666666664;33.1875;18.0;36.6;30.0;35.0;33;34.583333333333336;35.0;35.0;0.0;0.0;0.0;33.875;7;30.0;35.0;40.0;35.0;0;33.0;1;11;9;2;5;5;0;1;0.0;0;2;35.0;2;2;35.0;1;2;35.0;1;2;40.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;37.0
24;35.333333333333336;32.3125;33.0;33.15384615384615;25.0;30.0;0;30.208333333333332;35.0;40.0;0.0;0.0;0.0;25.866666666666667;6;8.333333333333334;35.0;30.0;35.0;0;27.875;1;9;7;2;4;3;1;2;0.0;0;2;0.0;0;2;45.0;1;2;9.0;2;2;40.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;1;12.4
26;33.833333333333336;30.3125;45.0;34.93333333333333;30.0;25.0;45;30.416666666666668;34.0;30.0;0.0;0.0;0.0;30.84375;7;34.0;26.25;30.0;30.0;0;32.5;1;11;9;2;5;4;1;1;0.0;0;2;41.0;1;2;35.0;1;2;29.0;2;2;40.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;1;27.8
27;38.333333333333336;36.625;38.0;38.06666666666667;30.0;35.0;40;32.5;30.0;40.0;0.0;0.0;0.0;31.0;7;25.0;35.0;40.0;30.0;0;29.6;0;9;9;0;5;5;0;2;0.0;0;2;33.0;1;2;30.0;1;2;30.0;1;2;35.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;31.5
28;37.0;38.0;39.0;37.53333333333333;30.0;45.0;44;33.642857142857146;35.0;40.0;0.0;38.0;0.0;34.375;7;30.0;45.0;40.0;30.0;0;35.8;0;9;9;0;5;5;0;1;0.0;0;2;45.0;1;2;40.0;1;2;34.0;1;2;40.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;38.916666666666664
30;35.06666666666667;36.5625;40.0;37.6;30.0;30.0;45;37.07142857142857;35.0;45.0;0.0;42.0;0.0;33.8125;7;30.0;40.0;45.0;34.0;0;29.4;1;11;9;2;5;4;1;2;0.0;0;2;27.0;2;2;35.0;1;2;30.0;1;2;35.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;1;29.4
31;33.13333333333333;30.46875;45.0;37.733333333333334;40.0;30.0;41;37.714285714285715;40.0;40.0;46.5;0.0;0.0;33.71875;7;22.5;35.0;30.0;45.0;0;36.8;0;9;9;0;5;5;0;1;0.0;0;2;38.0;1;2;41.0;1;2;40.0;1;2;45.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;34.5
32;37.666666666666664;34.25;37.0;37.666666666666664;30.0;30.0;43;31.714285714285715;35.0;35.0;44.5;0.0;0.0;32.3125;7;35.0;27.5;40.0;30.0;0;31.3;0;9;9;0;5;5;0;1;0.0;0;2;31.0;1;2;37.0;1;2;31.0;1;2;40.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;2;32.666666666666664
34;30.144444444444446;27.53125;38.0;33.11538461538461;30.0;20.75;40;26.5;30.0;39.0;0.0;0.0;0.0;28.875;7;25.666666666666668;27.5;40.0;31.0;0;32.0;0;7;7;0;4;4;0;1;0.0;0;2;40.0;1;2;30.0;1;2;0.0;0;2;43.0;1;2;30.0;1;1;0.0;0;2;0.0;0;2;1;22.625
35;35.4;33.1875;42.0;33.46666666666667;30.0;35.0;40;30.813333333333333;16.4;35.0;0.0;39.0;35.0;29.25;7;21.666666666666668;35.0;30.0;23.0;0;32.0;1;11;9;2;5;4;1;1;0.0;0;2;27.0;2;2;30.0;1;2;35.0;1;2;43.0;1;2;50.0;1;1;0.0;0;2;0.0;0;2;2;31.4
38;35.13333333333333;36.875;40.0;37.06666666666667;30.0;35.0;50;31.25;35.0;35.0;0.0;0.0;0.0;33.5625;7;30.0;40.0;40.0;35.0;0;33.9;0;9;9;0;5;5;0;1;0.0;0;2;35.0;1;2;40.0;1;2;32.0;1;2;40.0;1;2;45.0;1;1;0.0;0;2;0.0;0;2;1;29.5
39;37.0;35.46875;45.0;36.1;22.5;35.0;36;36.285714285714285;35.0;40.0;0.0;44.0;0.0;35.0625;7;30.0;35.0;40.0;45.0;0;37.4;0;9;9;0;5;5;0;1;0.0;0;2;41.0;1;2;40.0;1;2;46.0;1;2;40.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;34.6
40;33.6;33.125;35.0;41.13333333333333;40.0;35.0;45;34.8125;35.0;40.0;43.5;40.0;0.0;33.59375;7;27.5;40.0;40.0;38.0;0;34.6;0;9;9;0;5;5;0;1;0.0;0;2;36.0;1;2;40.0;1;2;37.0;1;2;40.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;1;28.7
41;36.333333333333336;30.25;32.0;34.666666666666664;30.0;35.0;32;32.8;30.0;35.0;0.0;45.0;31.0;30.15625;7;22.5;35.0;35.0;35.0;0;28.4;1;11;9;2;5;5;0;2;0.0;0;2;32.5;2;2;30.0;1;2;32.0;1;2;30.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;2;33.1
44;33.46666666666667;30.15625;30.0;32.0;21.666666666666668;30.0;38;36.166666666666664;35.0;45.0;0.0;45.0;40.0;31.1875;7;19.0;30.0;35.0;40.0;0;34.1;0;9;9;0;5;5;0;1;0.0;0;2;41.0;1;2;33.0;1;2;34.0;1;2;45.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;2;32.6
45;38.0;32.90625;37.0;40.4;35.0;35.0;45;31.071428571428573;30.0;30.0;40.0;0.0;0.0;34.9375;7;35.0;35.0;40.0;40.0;0;36.0;0;9;9;0;5;5;0;1;0.0;0;2;35.0;1;2;45.0;1;2;45.0;1;2;35.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;32.333333333333336
46;36.333333333333336;40.625;40.0;41.46666666666667;35.0;40.0;45;35.5;30.0;40.0;0.0;41.0;0.0;33.5;7;35.0;40.0;35.0;30.0;0;34.0;0;9;9;0;5;5;0;1;0.0;0;2;45.0;1;2;40.0;1;2;35.0;1;2;30.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;36.8
52;34.666666666666664;32.40625;43.0;35.2;30.0;35.0;44;32.59375;32.0;35.0;44.0;40.0;0.0;31.3125;7;31.0;30.0;35.0;33.0;0;36.6;0;9;9;0;5;5;0;1;0.0;0;2;43.0;1;2;38.0;1;2;40.0;1;2;42.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;32.625
53;38.0;35.40625;42.0;39.4;40.0;40.0;45;32.5;35.0;35.0;0.0;0.0;0.0;36.25;7;30.0;45.0;40.0;30.0;0;37.9;0;9;9;0;5;5;0;1;0.0;0;2;50.0;1;2;44.0;1;2;33.0;1;2;40.0;1;2;45.0;1;1;0.0;0;2;0.0;0;2;2;34.4
54;29.733333333333334;33.125;31.0;28.5;26.0;33.0;47;28.928571428571427;30.0;40.0;35.0;0.0;0.0;30.875;7;30.0;22.5;35.0;33.0;0;33.5;0;9;9;0;5;5;0;1;0.0;0;2;34.0;1;2;35.0;1;2;40.0;1;2;41.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;1;27.1
55;35.333333333333336;38.375;32.0;39.0;35.0;35.0;30;33.857142857142854;35.0;40.0;0.0;47.0;0.0;31.1875;7;30.0;40.0;25.0;35.0;0;35.3;0;9;9;0;5;5;0;1;0.0;0;2;35.0;1;2;45.0;1;2;34.0;1;2;40.0;1;2;45.0;1;1;0.0;0;2;0.0;0;2;2;31.3
56;34.2;32.09375;43.0;35.8;35.0;40.0;39;32.57142857142857;35.0;35.0;0.0;48.0;0.0;32.59375;7;30.0;30.0;35.0;27.5;0;33.8;0;9;9;0;5;5;0;1;0.0;0;2;35.0;1;2;35.0;1;2;39.0;1;2;40.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;30.3
57;39.666666666666664;40.3125;45.0;40.2;30.0;35.0;45;34.42857142857143;35.0;40.0;41.0;0.0;0.0;34.3125;7;30.0;35.0;40.0;35.0;0;39.1;0;9;9;0;5;5;0;1;0.0;0;2;45.0;1;2;46.0;1;2;47.0;1;2;35.0;1;2;45.0;1;1;0.0;0;2;0.0;0;2;2;34.0
58;36.06666666666667;37.1875;45.0;37.4;30.0;35.0;45;32.642857142857146;30.0;35.0;46.0;0.0;0.0;33.8125;7;30.0;40.0;40.0;30.0;0;34.6;0;9;9;0;5;5;0;1;0.0;0;2;40.0;1;2;45.0;1;2;33.0;1;2;35.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;36.083333333333336
60;37.666666666666664;35.75;36.0;39.2;35.0;30.0;40;35.42857142857143;35.0;40.0;45.5;0.0;0.0;32.0625;7;35.0;30.0;40.0;30.0;0;32.0;0;9;9;0;5;5;0;1;0.0;0;2;33.0;1;2;42.0;1;2;30.0;1;2;40.0;1;2;30.0;1;1;0.0;0;2;0.0;0;2;2;32.3
61;36.333333333333336;34.71875;34.0;38.93333333333333;30.0;30.0;40;33.625;35.0;40.0;35.0;44.0;0.0;30.9375;7;25.0;30.0;30.0;40.0;0;33.9;0;9;9;0;5;5;0;1;0.0;0;2;38.0;1;2;35.0;1;2;39.0;1;2;40.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;2;31.05
62;38.0;36.1875;42.0;40.86666666666667;35.0;40.0;45;33.642857142857146;30.0;40.0;0.0;43.0;0.0;35.4375;7;30.0;35.0;40.0;30.0;0;37.0;0;9;9;0;5;5;0;1;0.0;0;2;50.0;1;2;42.0;1;2;33.0;1;2;40.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;38.3
63;31.37777777777778;32.78125;45.0;31.533333333333335;35.0;35.0;36;31.428571428571427;35.0;35.0;0.0;35.0;0.0;31.53125;7;30.5;30.0;30.0;35.0;0;28.2;1;11;9;2;5;4;1;2;0.0;0;2;35.0;1;2;32.0;1;2;21.5;2;2;35.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;1;18.25
64;38.0;33.4375;35.0;40.333333333333336;35.0;40.0;40;33.357142857142854;35.0;40.0;41.0;0.0;0.0;36.375;7;30.0;45.0;40.0;40.0;0;35.5;0;9;9;0;5;5;0;1;0.0;0;2;45.0;1;2;40.0;1;2;40.0;1;2;35.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;1;29.65
65;38.0;35.5;39.0;39.86666666666667;30.0;35.0;43;33.785714285714285;35.0;35.0;0.0;44.0;0.0;30.625;7;25.0;30.0;40.0;30.0;0;32.9;1;11;9;2;5;5;0;1;0.0;0;2;30.5;2;2;40.0;1;2;34.0;1;2;40.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;36.1
66;33.666666666666664;35.15625;45.0;40.93333333333333;35.0;30.0;39;37.57142857142857;40.0;40.0;45.5;0.0;0.0;31.5625;7;25.0;35.0;45.0;30.0;0;34.9;0;9;9;0;5;5;0;1;0.0;0;2;43.0;1;2;40.0;1;2;39.0;1;2;35.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;2;35.9
70;32.111111111111114;33.6875;32.0;35.4;25.0;30.0;36;28.785714285714285;30.0;30.0;44.0;0.0;0.0;29.71875;7;25.0;35.0;27.5;30.5;0;32.1;0;9;9;0;5;5;0;1;0.0;0;2;38.0;1;2;33.0;1;2;37.0;1;2;35.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;1;26.8
74;30.42222222222222;29.53125;30.0;36.0;30.0;35.0;36;29.6875;30.0;30.0;43.0;33.0;0.0;33.0;7;25.0;35.0;40.0;40.0;0;34.2;0;9;9;0;5;5;0;1;0.0;0;2;48.0;1;2;30.0;1;2;33.0;1;2;40.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;1;28.7
75;29.066666666666666;36.3125;46.0;34.4;30.0;27.333333333333332;33;26.75;30.0;35.0;0.0;31.0;0.0;31.5;7;24.0;30.0;40.0;38.0;0;32.333333333333336;0;11;11;0;6;6;0;1;30.0;1;2;30.0;1;2;40.0;1;2;38.0;1;2;37.0;1;2;38.0;1;1;0.0;0;2;0.0;0;2;1;23.25
78;35.666666666666664;35.78125;35.0;39.8;30.0;30.0;39;37.023809523809526;35.0;40.0;46.666666666666664;0.0;0.0;29.59375;7;27.5;30.0;27.5;35.0;0;36.1;0;9;9;0;5;5;0;1;0.0;0;2;39.0;1;2;34.0;1;2;40.0;1;2;45.0;1;2;45.0;1;1;0.0;0;2;0.0;0;2;2;35.333333333333336
79;33.24444444444445;36.09375;40.0;39.4;45.0;35.0;40;31.714285714285715;35.0;35.0;42.0;0.0;0.0;29.53125;7;22.5;30.0;30.0;35.0;0;35.6;0;9;9;0;5;5;0;1;0.0;0;2;44.0;1;2;39.0;1;2;40.0;1;2;35.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;32.7
81;30.266666666666666;34.375;40.0;33.1;27.5;35.0;30;33.25;27.5;40.0;40.0;41.0;0.0;30.84375;7;21.5;35.0;35.0;35.0;0;31.7;1;11;9;2;5;5;0;1;0.0;0;2;39.0;1;2;31.0;1;2;31.0;2;2;40.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;2;31.6
82;39.93333333333333;40.3125;45.0;42.0;50.0;35.0;39;38.208333333333336;35.0;40.0;45.666666666666664;45.0;0.0;33.71875;7;30.0;35.0;45.0;32.5;0;36.0;0;9;9;0;5;5;0;1;0.0;0;2;40.0;1;2;40.0;1;2;40.0;1;2;40.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;37.5
84;37.333333333333336;31.607142857142858;30.0;31.0;23.333333333333332;35.0;0;29.72222222222222;0.0;40.0;0.0;0.0;0.0;28.571428571428573;3;0.0;35.0;25.0;0.0;0;20.0;0;1;1;0;1;1;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;40.0;1;1;0.0;0;2;0.0;0;2;1;0.0
86;32.08888888888889;32.75;40.0;33.2;30.0;30.0;46;28.857142857142858;35.0;35.0;0.0;32.0;0.0;30.96875;7;26.5;30.0;40.0;37.0;0;34.7;0;9;9;0;5;5;0;1;0.0;0;2;45.0;1;2;38.0;1;2;32.0;1;2;41.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;1;29.1
87;36.53333333333333;33.6875;35.0;37.4;35.0;30.0;50;33.4375;30.0;30.0;39.5;38.0;0.0;33.625;7;30.0;30.0;40.0;40.0;0;33.3;0;9;9;0;5;5;0;1;0.0;0;2;39.0;1;2;35.0;1;2;40.0;1;2;35.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;2;33.25
88;35.55555555555555;31.964285714285715;45.0;22.5;15.0;0.0;0;22.285714285714285;0.0;0.0;13.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;20.0;0;1;1;0;1;1;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;40.0;1;1;0.0;0;2;0.0;0;2;1;0.0
89;36.666666666666664;33.6875;37.0;38.53333333333333;40.0;40.0;37;38.666666666666664;30.0;40.0;0.0;43.0;42.0;30.875;7;30.0;30.0;40.0;30.0;0;33.9;0;9;9;0;5;5;0;1;0.0;0;2;40.0;1;2;40.0;1;2;32.0;1;2;35.0;1;2;45.0;1;1;0.0;0;2;0.0;0;2;2;31.2
90;32.8;33.78125;42.0;43.46666666666667;45.0;35.0;37;35.1;45.0;35.0;0.0;37.0;35.0;33.5625;7;30.0;40.0;30.0;35.0;0;38.6;0;9;9;0;5;5;0;1;0.0;0;2;42.0;1;2;43.0;1;2;38.0;1;2;50.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;30.4
91;37.46666666666667;39.375;50.0;38.46666666666667;30.0;40.0;43;36.07142857142857;30.0;40.0;45.0;0.0;0.0;32.6875;7;30.0;40.0;35.0;30.0;0;36.5;0;9;9;0;5;5;0;1;0.0;0;2;40.0;1;2;40.0;1;2;45.0;1;2;35.0;1;2;45.0;1;1;0.0;0;2;0.0;0;2;3;41.0
92;34.0;34.5625;30.0;34.166666666666664;22.5;30.0;41;32.5;35.0;30.0;0.0;40.0;0.0;31.4375;7;35.0;30.0;40.0;30.0;0;30.7;1;11;9;2;5;5;0;1;0.0;0;2;34.0;2;2;32.0;1;2;35.0;1;2;35.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;1;28.2
95;30.4;32.78125;45.0;36.4;35.0;35.0;37;34.88235294117647;40.0;38.0;45.0;35.0;34.0;29.625;7;26.0;30.0;30.0;32.0;0;30.4;0;9;9;0;5;5;0;1;0.0;0;2;32.0;1;2;32.0;1;2;33.0;1;2;40.0;1;2;30.0;1;1;0.0;0;2;0.0;0;2;1;26.6
98;33.0;34.375;45.0;33.233333333333334;25.0;35.0;41;33.57142857142857;35.0;40.0;50.0;0.0;0.0;33.0625;7;30.0;35.0;35.0;40.0;0;34.4;0;9;9;0;5;5;0;1;0.0;0;2;41.0;1;2;38.0;1;2;32.0;1;2;41.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;36.5
100;36.2;30.09375;36.0;34.2;30.0;35.0;41;27.916666666666668;30.0;35.0;0.0;0.0;0.0;29.78125;7;27.5;35.0;22.5;36.0;0;33.2;0;9;9;0;5;5;0;1;0.0;0;2;40.0;1;2;35.0;1;2;33.0;1;2;38.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;1;24.7
102;34.0;33.5625;40.0;35.06666666666667;25.0;30.0;36;31.25;35.0;27.5;0.0;45.0;0.0;31.875;7;30.0;30.0;35.0;35.0;0;33.6;0;9;9;0;5;5;0;1;0.0;0;2;49.0;1;2;38.0;1;2;31.0;1;2;35.0;1;2;30.0;1;1;0.0;0;2;0.0;0;2;1;28.2
105;33.02222222222222;32.53125;39.0;35.733333333333334;40.0;35.0;35;31.071428571428573;35.0;35.0;0.0;40.0;0.0;32.25;7;30.0;30.0;40.0;30.0;0;30.7;0;9;9;0;5;5;0;1;0.0;0;2;30.0;1;2;36.0;1;2;30.0;1;2;40.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;1;26.3
107;37.333333333333336;34.6875;40.0;33.93333333333333;30.0;35.0;35;28.333333333333332;35.0;30.0;0.0;0.0;0.0;29.0625;7;30.0;22.5;40.0;30.0;0;32.2;0;9;9;0;5;5;0;1;0.0;0;2;41.0;1;2;31.0;1;2;34.0;1;2;40.0;1;2;30.0;1;1;0.0;0;2;0.0;0;2;2;31.6
108;31.333333333333332;33.1875;31.0;36.666666666666664;30.0;30.0;43;28.541666666666668;35.0;30.0;0.0;0.0;0.0;29.21875;7;22.5;30.0;30.0;35.0;0;30.8;1;11;9;2;5;4;1;1;0.0;0;2;28.5;2;2;35.0;1;2;34.0;1;2;39.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;2;31.2
110;35.0;31.71875;40.0;34.6;30.0;40.0;31;33.6875;35.0;35.0;42.0;40.0;0.0;31.59375;7;27.5;40.0;30.0;35.0;0;30.2;0;9;9;0;5;5;0;1;0.0;0;2;32.0;1;2;30.0;1;2;30.0;1;2;39.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;31.0
112;31.833333333333332;34.15625;44.0;35.333333333333336;20.0;20.0;36;30.535714285714285;30.0;30.0;0.0;45.0;0.0;37.125;7;37.0;30.0;40.0;48.0;0;34.6;0;9;9;0;5;5;0;1;0.0;0;2;36.0;1;2;41.0;1;2;35.0;1;2;41.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;32.9
113;34.0;32.875;38.0;34.4;40.0;35.0;32;34.5;35.0;40.0;0.0;44.0;0.0;32.4375;7;30.0;30.0;35.0;40.0;0;37.6;0;9;9;0;5;5;0;1;0.0;0;2;40.0;1;2;45.0;1;2;43.0;1;2;45.0;1;2;30.0;1;1;0.0;0;2;0.0;0;2;2;36.6
115;32.333333333333336;26.875;0.0;27.75;30.0;0.0;0;21.09090909090909;0.0;35.0;0.0;30.0;0.0;8.0;1;0.0;0.0;0.0;0.0;0;20.0;0;1;1;0;1;1;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;40.0;1;1;0.0;0;2;0.0;0;2;1;0.0
120;34.733333333333334;37.05882352941177;45.0;37.86666666666667;35.0;35.0;44;30.833333333333332;35.0;35.0;0.0;0.0;0.0;34.6875;7;30.0;35.0;45.0;40.0;0;31.1;0;9;9;0;5;5;0;1;0.0;0;2;35.0;1;2;38.0;1;2;35.0;1;2;30.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;2;30.0
121;31.244444444444447;27.65625;30.0;29.1;24.0;40.0;50;28.857142857142858;30.0;35.0;0.0;45.0;0.0;32.125;7;37.0;19.5;40.0;34.0;0;35.4;0;9;9;0;5;5;0;1;0.0;0;2;47.0;1;2;39.0;1;2;36.0;1;2;40.0;1;2;30.0;1;1;0.0;0;2;0.0;0;2;2;32.3
123;32.93333333333333;32.65625;35.0;38.2;35.0;30.0;49;32.5;35.0;35.0;40.0;0.0;0.0;33.4375;7;30.0;30.0;40.0;40.0;0;36.0;0;9;9;0;5;5;0;1;0.0;0;2;42.0;1;2;36.0;1;2;41.0;1;2;41.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;1;29.7
126;34.46666666666667;35.0625;44.0;40.13333333333333;35.0;30.0;40;32.285714285714285;35.0;35.0;41.0;0.0;0.0;35.75;7;32.0;30.0;40.0;45.0;0;34.0;0;9;9;0;5;5;0;1;0.0;0;2;37.0;1;2;37.0;1;2;35.0;1;2;41.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;31.9
127;35.06666666666667;38.529411764705884;45.0;40.46666666666667;40.0;35.0;41;30.833333333333332;35.0;30.0;0.0;0.0;0.0;31.65625;7;25.5;35.0;40.0;30.0;0;33.4;0;9;9;0;5;5;0;1;0.0;0;2;44.0;1;2;42.0;1;2;31.0;1;2;35.0;1;2;30.0;1;1;0.0;0;2;0.0;0;2;2;33.2
