NUMERO;PROMEDIO_DOS;NOTA_EE_CUATRO;PROMEDIO_CINCO;NOTA_LENGUA_UNO;PROMEDIO_SEIS;NOTA_IECONOMICA;PROMEDIO_SIETE;NAA_SIETE;NOTA_GRAFOS;NOTA_CALIDAD_UNO;NOTA_ERGONOMIA;NOTA_EI_CINCO;PROMEDIO_OCHO;CAR_OCHO;NCC_OCHO;NCA_OCHO;NCP_OCHO;NAC_OCHO;NAA_OCHO;NAP_OCHO;EPA_OCHO;NOTA_LOG_UNO;VECES_LOG_UNO;CREDITOS_LOG_UNO;NOTA_GOPERACIONES;VECES_GOPERACIONES;CREDITOS_GOPERACIONES;NOTA_CALIDAD_DOS;VECES_CALIDAD_DOS;CREDITOS_CALIDAD_DOS;NOTA_GAMBIENTAL;VECES_GAMBIENTAL;CREDITOS_GAMBIENTAL;NOTA_LENGUA_DOS;VECES_LENGUA_DOS;CREDITOS_LENGUA_DOS;NOTA_CONTEXTO;VECES_CONTEXTO;CREDITOS_CONTEXTO;NOTA_EI_SEIS;VECES_EI_SEIS;CREDITOS_EI_SEIS;NOTA_EI_SIETE;VECES_EI_SIETE;CREDITOS_EI_SIETE;RENDIMIENTO_NUEVE;PROMEDIO_NUEVE
2;31.65625;30;34.0625;42.5;30.375;40.0;30.5;5;41.0;31.0;30.0;0.0;27.0;3;19;9;10;4;1;3;1;28.5;2;2;25.666666666666668;3;3;29.0;2;2;39;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;31.714285714285715
5;34.78125;45;30.416666666666668;0.0;33.25;40.0;33.2;5;46.0;35.0;35.0;0.0;34.2;0;9;9;0;4;4;0;1;40.0;1;2;36.0;1;3;33.0;1;2;44;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;33.0
6;35.0;44;38.333333333333336;0.0;36.0625;40.0;35.5;5;50.0;35.0;40.0;0.0;36.6;0;9;9;0;4;4;0;1;45.0;1;2;36.0;1;3;39.0;1;2;45;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;36.142857142857146
9;34.3125;40;32.857142857142854;42.5;34.0;30.0;36.1;5;45.0;45.0;35.0;0.0;34.583333333333336;0;11;11;0;5;5;0;1;40.0;1;2;33.0;1;3;38.0;1;2;40;1;2;40.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2;37.142857142857146
10;34.5625;43;30.625;0.0;32.5;30.0;35.5;5;40.0;45.0;40.0;0.0;34.8;0;9;9;0;4;4;0;1;32.0;1;2;38.0;1;3;42.0;1;2;43;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;33.57142857142857
11;30.833333333333332;32;32.2;0.0;33.16666666666667;21.666666666666668;33.9;5;37.0;41.0;41.0;0.0;31.6;0;9;9;0;4;4;0;1;38.0;1;2;30.0;1;3;41.0;1;2;34;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;32.57142857142857
12;33.09375;44;31.642857142857142;42.0;33.0625;30.0;34.9;5;49.0;37.0;40.0;0.0;27.9;1;11;9;2;4;3;1;2;28.5;2;2;32.0;1;3;30.0;1;2;33;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;32.333333333333336
15;39.0625;45;40.42857142857143;45.5;39.5;40.0;39.0;5;40.0;45.0;45.0;0.0;41.5;0;11;11;0;5;5;0;1;45.0;1;2;44.0;1;3;47.0;1;2;45;1;2;46.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2;37.42857142857143
16;33.3125;45;38.05882352941177;40.0;36.64705882352941;30.0;35.4;5;40.0;40.0;45.0;0.0;31.444444444444446;2;18;11;7;5;3;2;1;25.666666666666668;3;2;26.0;2;3;41.0;1;2;44;1;2;39.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2;35.357142857142854
18;32.03125;35;32.4;0.0;30.625;30.0;35.0;5;49.0;35.0;41.0;0.0;30.7;1;12;9;3;4;4;0;1;34.0;1;2;31.0;2;3;31.0;1;2;42;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;33.57142857142857
20;36.375;45;34.0;0.0;34.375;40.0;36.4;5;40.0;40.0;40.0;0.0;37.4;0;9;9;0;4;4;0;1;39.0;1;2;40.0;1;3;42.0;1;2;46;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;36.42857142857143
21;36.34375;40;31.785714285714285;0.0;30.5;30.0;33.4;5;36.0;40.0;40.0;0.0;30.9;1;11;9;2;4;3;1;1;23.5;2;2;40.0;1;3;32.0;1;2;39;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;35.142857142857146
23;33.1875;33;34.583333333333336;0.0;33.875;35.0;33.0;5;35.0;35.0;40.0;0.0;37.0;0;9;9;0;4;4;0;1;35.0;1;2;44.0;1;3;38.0;1;2;46;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;36.785714285714285
24;32.3125;0;30.208333333333332;0.0;25.866666666666667;35.0;27.875;3;0.0;45.0;40.0;0.0;12.4;1;6;4;2;2;0;2;2;17.0;2;2;0.0;0;3;14.0;1;2;0;0;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;1;0.0
26;30.3125;45;30.416666666666668;0.0;30.84375;26.25;32.5;4;41.0;35.0;40.0;0.0;27.8;2;19;9;10;4;3;1;2;21.0;3;2;30.0;3;3;40.0;1;2;33;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;33.857142857142854
27;36.625;40;32.5;0.0;31.0;35.0;29.6;5;33.0;30.0;35.0;0.0;31.5;0;9;9;0;4;4;0;1;32.0;1;2;39.0;1;3;30.0;1;2;37;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;30.0
28;38.0;44;33.642857142857146;0.0;34.375;45.0;35.8;5;45.0;40.0;40.0;0.0;38.916666666666664;0;11;11;0;5;5;0;1;45.0;1;2;43.0;1;3;38.0;1;2;45;1;2;41.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2;34.642857142857146
30;36.5625;45;37.07142857142857;0.0;33.8125;40.0;29.4;4;27.0;35.0;35.0;0.0;29.4;0;9;9;0;4;4;0;2;30.0;1;2;30.0;1;3;31.0;1;2;41;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;34.42857142857143
31;30.46875;41;37.714285714285715;46.5;33.71875;35.0;36.8;5;38.0;41.0;45.0;0.0;34.5;0;11;11;0;5;5;0;1;37.0;1;2;30.0;1;3;37.0;1;2;44;1;2;44.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2;32.785714285714285
32;34.25;43;31.714285714285715;44.5;32.3125;27.5;31.3;5;31.0;37.0;40.0;0.0;32.666666666666664;0;11;11;0;5;5;0;1;30.0;1;2;30.0;1;3;37.0;1;2;40;1;2;44.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2;33.5
34;27.53125;40;26.5;0.0;28.875;27.5;32.0;4;40.0;30.0;43.0;0.0;22.625;3;17;7;10;3;0;3;1;28.0;2;2;24.0;3;3;26.5;2;2;0;0;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;1;28.969696969696965
35;33.1875;40;30.813333333333333;0.0;29.25;35.0;32.0;4;27.0;30.0;43.0;0.0;31.4;1;11;9;2;4;3;1;1;17.0;2;2;40.0;1;3;42.0;1;2;38;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;30.071428571428573
38;36.875;50;31.25;0.0;33.5625;40.0;33.9;5;35.0;40.0;40.0;0.0;29.5;2;17;9;8;4;3;1;2;22.5;2;2;31.333333333333332;3;3;37.0;1;2;41;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;32.57142857142857
39;35.46875;36;36.285714285714285;0.0;35.0625;35.0;37.4;5;41.0;40.0;40.0;0.0;34.6;0;9;9;0;4;4;0;1;45.0;1;2;30.0;1;3;43.0;1;2;40;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;36.07142857142857
40;33.125;45;34.8125;43.5;33.59375;40.0;34.6;5;36.0;40.0;40.0;0.0;28.7;1;12;9;3;4;3;1;2;31.0;1;2;25.0;2;3;32.0;1;2;43;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;33.57142857142857
41;30.25;32;32.8;0.0;30.15625;35.0;28.4;5;32.5;30.0;30.0;0.0;33.1;0;9;9;0;4;4;0;1;35.0;1;2;35.0;1;3;38.0;1;2;40;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;35.857142857142854
44;30.15625;38;36.166666666666664;0.0;31.1875;30.0;34.1;5;41.0;33.0;45.0;0.0;32.6;1;11;9;2;4;4;0;1;32.0;1;2;41.0;1;3;32.5;2;2;37;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;33.714285714285715
45;32.90625;45;31.071428571428573;40.0;34.9375;35.0;36.0;5;35.0;45.0;35.0;0.0;32.333333333333336;0;11;11;0;5;5;0;1;30.0;1;2;30.0;1;3;39.0;1;2;40;1;2;40.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2;35.42857142857143
46;40.625;45;35.5;0.0;33.5;40.0;34.0;5;45.0;40.0;30.0;0.0;36.8;0;9;9;0;4;4;0;1;45.0;1;2;34.0;1;3;44.0;1;2;44;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;36.42857142857143
52;32.40625;44;32.59375;44.0;31.3125;30.0;36.6;5;43.0;38.0;42.0;0.0;32.625;1;14;11;3;5;4;1;1;38.0;1;2;28.5;2;3;35.0;1;2;41;1;2;39.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2;33.857142857142854
53;35.40625;45;32.5;0.0;36.25;45.0;37.9;5;50.0;44.0;40.0;0.0;34.4;0;9;9;0;4;4;0;1;40.0;1;2;34.0;1;3;41.0;1;2;40;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;36.785714285714285
54;33.125;47;28.928571428571427;35.0;30.875;22.5;33.5;5;34.0;35.0;41.0;0.0;27.1;1;15;9;6;4;3;1;2;35.0;1;2;27.0;3;3;30.0;1;2;30;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;30.785714285714285
55;38.375;30;33.857142857142854;0.0;31.1875;40.0;35.3;5;35.0;45.0;40.0;0.0;31.3;0;9;9;0;4;4;0;1;37.0;1;2;33.0;1;3;32.0;1;2;38;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;36.214285714285715
56;32.09375;39;32.57142857142857;0.0;32.59375;30.0;33.8;5;35.0;35.0;40.0;0.0;30.3;0;9;9;0;4;4;0;1;34.0;1;2;31.0;1;3;31.0;1;2;40;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;34.642857142857146
57;40.3125;45;34.42857142857143;41.0;34.3125;35.0;39.1;5;45.0;46.0;35.0;0.0;34.0;0;9;9;0;4;4;0;1;35.0;1;2;34.0;1;3;43.0;1;2;41;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;36.42857142857143
58;37.1875;45;32.642857142857146;46.0;33.8125;40.0;34.6;5;40.0;45.0;35.0;0.0;36.083333333333336;0;11;11;0;5;5;0;1;35.0;1;2;37.0;1;3;40.0;1;2;44;1;2;42.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2;34.642857142857146
60;35.75;40;35.42857142857143;45.5;32.0625;30.0;32.0;5;33.0;42.0;40.0;0.0;32.3;1;11;9;2;4;3;1;1;25.5;2;2;38.0;1;3;38.0;1;2;41;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;32.285714285714285
61;34.71875;40;33.625;35.0;30.9375;30.0;33.9;5;38.0;35.0;40.0;0.0;31.05;1;12;9;3;4;4;0;1;30.0;1;2;31.5;2;3;34.0;1;2;44;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;33.285714285714285
62;36.1875;45;33.642857142857146;0.0;35.4375;35.0;37.0;5;50.0;42.0;40.0;0.0;38.3;0;9;9;0;4;4;0;1;45.0;1;2;41.0;1;3;42.0;1;2;43;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;32.285714285714285
63;32.78125;36;31.428571428571427;0.0;31.53125;30.0;28.2;4;35.0;32.0;35.0;0.0;18.25;2;14;9;5;4;2;2;2;18.0;2;2;1.5;2;3;30.0;1;2;41;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;1;26.818181818181817
64;33.4375;40;33.357142857142854;41.0;36.375;45.0;35.5;5;45.0;40.0;35.0;0.0;29.65;1;12;9;3;4;3;1;2;33.0;1;2;25.5;2;3;31.0;1;2;46;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;32.285714285714285
65;35.5;43;33.785714285714285;0.0;30.625;30.0;32.9;5;30.5;40.0;40.0;0.0;36.1;0;9;9;0;4;4;0;1;40.0;1;2;41.0;1;3;41.0;1;2;38;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;31.642857142857142
66;35.15625;39;37.57142857142857;45.5;31.5625;35.0;34.9;5;43.0;40.0;35.0;0.0;35.9;0;9;9;0;4;4;0;1;35.0;1;2;39.0;1;3;41.0;1;2;45;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;39.214285714285715
70;33.6875;36;28.785714285714285;44.0;29.71875;35.0;32.1;5;38.0;33.0;35.0;0.0;26.8;1;12;9;3;4;3;1;2;32.0;1;2;22.0;2;3;39.0;1;2;30;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;30.357142857142858
74;29.53125;36;29.6875;43.0;33.0;35.0;34.2;5;48.0;30.0;40.0;0.0;28.7;1;11;9;2;4;3;1;2;23.5;2;2;32.0;1;3;32.0;1;2;40;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;33.142857142857146
75;36.3125;33;26.75;0.0;31.5;30.0;32.333333333333336;6;30.0;40.0;37.0;0.0;23.25;3;16;9;7;4;1;3;1;23.0;2;2;26.5;2;3;22.5;2;2;31;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;1;27.857142857142858
78;35.78125;39;37.023809523809526;46.666666666666664;29.59375;30.0;36.1;5;39.0;34.0;45.0;0.0;35.333333333333336;0;11;11;0;5;5;0;1;31.0;1;2;32.0;1;3;46.0;1;2;47;1;2;40.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2;34.285714285714285
79;36.09375;40;31.714285714285715;42.0;29.53125;30.0;35.6;5;44.0;39.0;35.0;0.0;32.7;0;9;9;0;4;4;0;1;32.0;1;2;37.0;1;3;36.0;1;2;40;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;36.857142857142854
81;34.375;30;33.25;40.0;30.84375;35.0;31.7;5;39.0;31.0;40.0;0.0;31.6;1;11;9;2;4;3;1;1;26.0;2;2;30.0;1;3;45.0;1;2;42;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;31.392857142857142
82;40.3125;39;38.208333333333336;45.666666666666664;33.71875;35.0;36.0;5;40.0;40.0;40.0;0.0;37.5;0;11;11;0;5;5;0;1;40.0;1;2;40.0;1;3;33.0;1;2;45;1;2;47.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2;34.595238095238095
86;32.75;46;28.857142857142858;0.0;30.96875;30.0;34.7;5;45.0;38.0;41.0;0.0;29.1;1;11;9;2;4;3;1;2;27.0;2;2;31.0;1;3;38.0;1;2;34;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;35.214285714285715
87;33.6875;50;33.4375;39.5;33.625;30.0;33.3;5;39.0;35.0;35.0;0.0;33.25;0;11;11;0;5;5;0;1;33.0;1;2;37.0;1;3;32.0;1;2;39;1;2;40.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2;33.92857142857143
89;33.6875;37;38.666666666666664;0.0;30.875;30.0;33.9;5;40.0;40.0;35.0;0.0;31.2;0;9;9;0;4;4;0;1;33.0;1;2;30.0;1;3;35.0;1;2;43;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;32.5
90;33.78125;37;35.1;0.0;33.5625;40.0;38.6;5;42.0;43.0;50.0;0.0;30.4;1;11;9;2;4;3;1;1;26.5;2;2;35.0;1;3;33.0;1;2;40;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;1;29.964285714285715
91;39.375;43;36.07142857142857;45.0;32.6875;40.0;36.5;5;40.0;40.0;35.0;0.0;41.0;0;11;11;0;5;5;0;1;45.0;1;2;42.0;1;3;48.0;1;2;46;1;2;44.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2;36.285714285714285
92;34.5625;41;32.5;0.0;31.4375;30.0;30.7;5;34.0;32.0;35.0;0.0;28.2;1;11;9;2;4;3;1;2;21.5;2;2;31.0;1;3;37.0;1;2;36;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;33.92857142857143
95;32.78125;37;34.88235294117647;45.0;29.625;30.0;30.4;5;32.0;32.0;40.0;0.0;26.6;1;11;9;2;4;3;1;2;24.0;2;2;30.0;1;3;30.0;1;2;34;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;31.857142857142858
98;34.375;41;33.57142857142857;50.0;33.0625;35.0;34.4;5;41.0;38.0;41.0;0.0;36.5;0;11;11;0;5;5;0;1;34.0;1;2;44.0;1;3;37.0;1;2;39;1;2;43.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2;35.57142857142857
100;30.09375;41;27.916666666666668;0.0;29.78125;35.0;33.2;5;40.0;35.0;38.0;0.0;24.7;2;14;9;5;4;2;2;2;22.0;2;2;19.0;2;3;31.0;1;2;42;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;31.5
102;33.5625;36;31.25;0.0;31.875;30.0;33.6;5;49.0;38.0;35.0;0.0;28.2;1;11;9;2;4;3;1;2;28.0;2;2;32.0;1;3;30.0;1;2;35;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;30.214285714285715
105;32.53125;35;31.071428571428573;0.0;32.25;30.0;30.7;5;30.0;36.0;40.0;0.0;26.3;1;12;9;3;4;3;1;2;31.0;1;2;25.0;2;3;30.0;1;2;33;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;30.214285714285715
107;34.6875;35;28.333333333333332;0.0;29.0625;22.5;32.2;5;41.0;31.0;40.0;0.0;31.6;1;12;9;3;4;4;0;1;33.0;1;2;34.0;2;3;35.0;1;2;39;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;33.785714285714285
108;33.1875;43;28.541666666666668;0.0;29.21875;30.0;30.8;4;28.5;35.0;39.0;0.0;31.2;1;11;9;2;4;3;1;1;25.5;2;2;37.0;1;3;35.0;1;2;40;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;33.92857142857143
110;31.71875;31;33.6875;42.0;31.59375;40.0;30.2;5;32.0;30.0;39.0;0.0;31.0;0;9;9;0;4;4;0;1;35.0;1;2;30.0;1;3;34.0;1;2;41;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;31.166666666666664
112;34.15625;36;30.535714285714285;0.0;37.125;30.0;34.6;5;36.0;41.0;41.0;0.0;32.9;0;9;9;0;4;4;0;1;32.0;1;2;33.0;1;3;41.0;1;2;42;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;33.5
113;32.875;32;34.5;0.0;32.4375;30.0;37.6;5;40.0;45.0;45.0;0.0;36.6;0;9;9;0;4;4;0;1;40.0;1;2;36.0;1;3;45.0;1;2;44;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;37.642857142857146
120;37.05882352941177;44;30.833333333333332;0.0;34.6875;35.0;31.1;5;35.0;38.0;30.0;0.0;30.0;0;9;9;0;4;4;0;1;35.0;1;2;30.0;1;3;34.0;1;2;36;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;32.107142857142854
121;27.65625;50;28.857142857142858;0.0;32.125;19.5;35.4;5;47.0;39.0;40.0;0.0;32.3;1;11;9;2;4;4;0;1;30.5;2;2;36.0;1;3;40.0;1;2;37;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;31.071428571428573
123;32.65625;49;32.5;40.0;33.4375;30.0;36.0;5;42.0;36.0;41.0;0.0;29.7;1;15;9;6;4;3;1;2;37.0;1;2;28.333333333333332;3;3;35.0;1;2;34;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;32.30952380952381
126;35.0625;40;32.285714285714285;41.0;35.75;30.0;34.0;5;37.0;37.0;41.0;0.0;31.9;1;11;9;2;4;4;0;1;33.0;1;2;36.0;1;3;31.5;2;2;41;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;30.297619047619044
127;38.529411764705884;41;30.833333333333332;0.0;31.65625;35.0;33.4;5;44.0;42.0;35.0;0.0;33.2;0;9;9;0;4;4;0;1;33.0;1;2;40.0;1;3;32.0;1;2;41;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;33.023809523809526
129;26.833333333333332;0;26.430555555555554;0.0;29.02564102564103;29.0;25.875;3;0.0;18.0;33.0;0.0;3.3333333333333335;0;2;2;0;1;0;1;2;5.0;1;2;0.0;0;3;0.0;0;2;0;0;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;1;17.4
130;27.61764705882353;0;29.1;0.0;29.864583333333336;27.5;29.3;3;36.0;24.0;40.0;0.0;26.366666666666664;2;16;9;7;4;2;2;2;22.333333333333332;3;2;21.0;2;3;37.0;1;2;41;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;1;23.357142857142858
131;33.125;44;35.714285714285715;47.5;35.1875;45.0;35.2;5;39.0;39.0;44.0;0.0;33.5;1;11;9;2;4;3;1;1;29.5;2;2;40.0;1;3;35.0;1;2;43;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;30.285714285714285
132;34.088235294117645;40;31.714285714285715;44.5;33.125;35.0;31.8;5;31.0;40.0;35.0;0.0;34.0;0;11;11;0;5;5;0;1;31.0;1;2;34.0;1;3;33.0;1;2;46;1;2;43.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2;35.642857142857146
133;39.0;44;32.5;42.5;33.25;35.0;31.9;5;33.0;40.0;30.0;0.0;36.666666666666664;0;11;11;0;5;5;0;1;34.0;1;2;46.0;1;3;32.0;1;2;45;1;2;40.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2;33.57142857142857
134;29.96875;37;30.6;0.0;34.64705882352941;26.0;31.4;5;37.0;31.0;41.0;0.0;28.25;2;14;9;5;4;2;2;2;27.5;2;2;26.5;2;3;38.0;1;2;36;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;32.25
135;34.0;40;28.535714285714285;41.0;30.03125;22.5;35.4;5;40.0;39.0;39.0;0.0;32.65;1;12;9;3;4;4;0;1;30.0;1;2;35.5;2;3;50.0;1;2;30;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;31.142857142857142
136;31.264705882352942;31;34.6;0.0;30.09375;22.5;38.6;5;48.0;43.0;41.0;0.0;33.1;0;9;9;0;4;4;0;1;38.0;1;2;31.0;1;3;37.0;1;2;44;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;33.857142857142854
140;34.25;42;28.541666666666668;0.0;32.53125;35.0;34.2;5;32.0;37.0;42.0;0.0;31.35;2;14;9;5;4;3;1;1;24.0;2;2;36.5;2;3;35.0;1;2;43;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;33.57142857142857
141;37.35294117647059;40;28.958333333333332;0.0;29.40625;30.0;29.55;3;42.0;33.0;39.0;0.0;27.85;1;12;9;3;4;3;1;2;32.0;1;2;29.5;2;3;33.0;1;2;30;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;1;26.857142857142858
142;38.625;50;32.57142857142857;0.0;30.84375;35.0;32.7;5;41.0;36.0;35.0;0.0;24.9;2;14;9;5;4;2;2;2;36.0;1;2;23.0;2;3;24.0;2;2;30;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;1;25.380952380952383
143;35.9375;45;36.214285714285715;0.0;32.625;40.0;35.1;5;41.0;42.0;35.0;0.0;31.0;2;17;9;8;4;4;0;1;30.5;2;2;31.0;3;3;38.0;1;2;40;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;33.214285714285715
154;29.625;33;31.642857142857142;46.0;29.645833333333336;23.666666666666668;34.5;5;39.0;32.0;44.0;0.0;27.7;2;14;9;5;4;3;1;2;31.5;2;2;28.0;2;3;33.0;1;2;32;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;31.642857142857142
155;31.84375;40;34.3235294117647;41.0;29.875;30.0;35.6;5;41.0;42.0;41.0;0.0;31.8;2;14;9;5;4;4;0;1;30.5;2;2;37.0;2;3;32.0;1;2;41;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;32.285714285714285
158;36.6875;49;32.035714285714285;50.0;30.625;27.0;34.7;5;45.0;38.0;41.0;0.0;28.375;3;18;11;7;5;2;3;1;28.0;2;2;26.5;2;3;17.5;2;2;40;1;2;45.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2;32.976190476190474
161;34.21875;50;34.642857142857146;0.0;35.93333333333333;40.0;36.4;5;45.0;38.0;44.0;0.0;16.7;3;16;9;7;4;1;3;1;22.5;2;2;16.0;2;3;36.0;1;2;1;2;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;1;26.181818181818183
162;31.375;41;30.357142857142858;0.0;31.390625;37.0;32.0;5;39.0;33.0;41.0;0.0;28.8;1;15;9;6;4;3;1;2;33.0;1;2;25.333333333333332;3;3;32.0;1;2;41;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;1;29.0
163;34.6875;43;30.1;0.0;26.115625;21.8;34.1;5;40.0;32.0;39.0;0.0;29.8;1;15;9;6;4;3;1;2;40.0;1;2;18.0;3;3;40.0;1;2;42;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;31.714285714285715
164;37.4375;35;27.62857142857143;0.0;29.0625;30.0;30.9;3;29.5;31.0;26.5;0.0;25.6;2;14;9;5;4;2;2;2;19.0;2;2;24.0;2;3;39.0;1;2;34;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;1;19.702380952380953
166;33.125;33;30.892857142857142;43.0;31.0625;25.5;34.4;5;47.0;33.0;41.0;0.0;33.1;0;9;9;0;4;4;0;1;32.0;1;2;37.0;1;3;37.0;1;2;41;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;33.0
167;34.375;30;31.84375;39.0;32.375;35.0;33.7;5;45.0;31.0;42.0;0.0;31.15;1;12;9;3;4;4;0;1;31.0;1;2;34.5;2;3;33.0;1;2;40;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;33.642857142857146
168;32.84375;30;29.714285714285715;44.0;33.875;35.0;33.7;5;41.0;38.0;40.0;0.0;31.25;1;13;11;2;5;4;1;1;24.0;2;2;31.0;1;3;36.0;1;2;37;1;2;44.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2;33.45238095238095
