NUMERO;LOCALIDAD_COLEGIO;PG_ICFES;CON_MAT_ICFES;FISICA_ICFES;BIOLOGIA_ICFES;IDIOMA_ICFES;LOCALIDAD;PROMEDIO_UNO;CAR_UNO;NCC_UNO;NCP_UNO;NAA_UNO;NAP_UNO;ESTADO_FINAL;NOTA_DIFERENCIAL;NOTA_DIBUJO;NOTA_QUIMICA;NOTA_CFJC;NOTA_TEXTOS;NOTA_SEMINARIO;NOTA_EE_UNO;PROMEDIO_DOS;CAR_DOS;NCC_DOS;NCA_DOS;NCP_DOS;NAC_DOS;NAA_DOS;NAP_DOS;EPA_DOS;NOTA_ALGEBRA;VECES_ALGEBRA;CREDITOS_ALGEBRA;NOTA_INTEGRAL;VECES_INTEGRAL;CREDITOS_INTEGRAL;NOTA_FISICA_UNO;VECES_FISICA_UNO;CREDITOS_FISICA_UNO;NOTA_MATERIALES;VECES_MATERIALES;CREDITOS_MATERIALES;NOTA_DEMOCRACIA;VECES_DEMOCRACIA;CREDITOS_DEMOCRACIA;NOTA_PBASICA;VECES_PBASICA;CREDITOS_PBASICA;NOTA_EE_DOS;VECES_EE_DOS;CREDITOS_EE_DOS;RENDIMIENTO_TRES
1;20;472.22;65.25;63.43;59.24;62.81;8;39.4444444444444;0;9;0;4;0;1;35.0;0.0;45.0;40.0;0.0;40.0;0.0;11.25;0;3;3;0;1;0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;15.0;1;3;0.0;0;2;1
2;0;478.78;62.84;58.68;59.24;53.56;8;31.8;1;19;4;6;1;5;22.5;30.0;40.0;35.0;30.0;40.0;36.0;31.65625;1;19;16;3;6;5;1;1;22.5;2;3;30.0;1;3;35.0;1;3;30.0;1;2;0.0;0;1;40.0;1;3;32.0;1;2;2
3;20;465.59;78.22;66.74;49.87;88.67;19;30.833333333333332;1;21;6;5;2;3;30.0;23.75;35.0;40.0;15.0;40.0;40.0;26.53846153846154;3;28;13;15;5;2;3;1;25.0;2;3;20.0;4;3;25.0;2;3;0.0;0;2;30.0;1;1;35.0;1;3;0.0;0;2;2
4;10;491.36;72.55;56.51;65.0;53.32;10;31.153846153846153;1;21;8;5;1;10;20.0;40.0;35.0;40.0;30.0;40.0;0.0;33.333333333333336;0;9;9;0;3;3;0;1;30.0;1;3;0.0;0;3;30.0;1;3;0.0;0;2;0.0;0;1;40.0;1;3;0.0;0;2;2
5;20;464.62;67.54;64.0;62.54;53.32;20;36.333333333333336;0;15;0;7;0;5;30.0;35.0;40.0;40.0;35.0;35.0;45.0;34.78125;1;19;16;3;6;6;0;1;35.0;1;3;32.5;2;3;35.0;1;3;35.0;1;2;0.0;0;1;35.0;1;3;37.0;1;2;2
6;15;465.73;75.27;58.93;55.99;65.86;16;35.333333333333336;1;18;3;7;0;5;30.0;40.0;30.0;35.0;40.0;45.0;40.0;35.0;0;16;16;0;6;6;0;1;30.0;1;3;30.0;1;3;40.0;1;3;35.0;1;2;0.0;0;1;40.0;1;3;35.0;1;2;3
7;6;555.13;89.86;81.3;58.09;45.98;5;23.846153846153847;1;21;8;4;2;1;15.0;15.0;30.0;35.0;30.0;35.0;0.0;25.714285714285715;0;6;6;0;2;2;0;2;0.0;0;3;0.0;0;3;30.0;1;3;0.0;0;2;0.0;0;1;30.0;1;3;0.0;0;2;1
8;9;491.66;89.86;54.12;65.0;53.32;9;38.07692307692308;0;13;0;6;0;1;45.0;30.0;35.0;40.0;35.0;40.0;0.0;36.25;0;12;12;0;4;4;0;1;30.0;1;3;35.0;1;3;35.0;1;3;0.0;0;2;0.0;0;1;45.0;1;3;0.0;0;2;2
9;15;478.1;72.55;56.51;53.95;69.48;5;38.666666666666664;1;19;4;7;0;5;30.0;40.0;40.0;40.0;40.0;40.0;50.0;34.3125;0;16;16;0;6;6;0;1;35.0;1;3;30.0;1;3;35.0;1;3;35.0;1;2;0.0;0;1;35.0;1;3;37.0;1;2;3
10;15;465.69;67.54;56.51;58.09;62.69;18;33.666666666666664;1;19;4;6;1;5;22.5;40.0;35.0;40.0;35.0;40.0;40.0;34.5625;1;18;16;2;6;5;1;1;35.0;1;3;30.0;1;3;35.0;1;3;28.5;2;2;0.0;0;1;40.0;1;3;38.0;1;2;2
11;16;473.19;53.2;64.0;62.54;49.65;16;32.53333333333333;1;27;12;6;1;5;23.75;30.0;35.0;40.0;35.0;40.0;39.0;30.833333333333332;3;32;16;16;6;3;3;1;22.5;4;3;27.5;2;3;35.0;1;3;28.666666666666668;3;2;0.0;0;1;35.0;1;3;38.0;1;2;1
12;20;494.25;65.16;66.74;62.54;62.69;20;34.2;0;15;0;7;0;5;30.0;30.0;35.0;40.0;35.0;40.0;39.0;33.09375;1;19;16;3;6;5;1;1;27.5;2;3;35.0;1;3;30.0;1;3;30.0;1;2;0.0;0;1;40.0;1;3;36.0;1;2;2
13;1;459.45;65.16;61.41;53.95;58.45;13;15.0;0;9;0;0;4;1;15.0;0.0;15.0;15.0;0.0;15.0;0.0;11.25;0;3;3;0;1;0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;15.0;1;3;0.0;0;2;1
14;20;511.68;58.13;56.51;55.99;71.53;20;36.15384615384615;0;13;0;6;0;1;30.0;0.0;35.0;45.0;35.0;40.0;45.0;37.5;0;12;12;0;4;4;0;1;40.0;1;3;30.0;1;3;40.0;1;3;0.0;0;2;0.0;0;1;40.0;1;3;0.0;0;2;1
15;9;488.76;75.27;58.93;79.45;88.67;8;37.93333333333333;0;15;0;7;0;5;35.0;35.0;40.0;45.0;45.0;40.0;32.0;39.0625;0;16;16;0;6;6;0;1;40.0;1;3;30.0;1;3;40.0;1;3;45.0;1;2;0.0;0;1;35.0;1;3;50.0;1;2;3
16;20;463.75;62.82;76.74;58.09;47.21;20;35.4;0;15;0;7;0;5;30.0;50.0;30.0;40.0;35.0;45.0;33.0;33.3125;1;19;16;3;6;6;0;1;30.0;2;3;30.0;1;3;30.0;1;3;30.0;1;2;0.0;0;1;45.0;1;3;34.0;1;2;2
17;0;478.39;78.22;64.0;55.99;69.48;10;26.818181818181817;0;11;0;2;3;1;25.0;0.0;15.0;20.0;0.0;40.0;45.0;17.666666666666668;1;7;5;2;2;1;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;15.0;1;3;30.5;2;2;4
18;20;477.27;81.5;58.93;58.09;69.48;20;32.733333333333334;1;19;4;6;1;5;22.5;40.0;30.0;40.0;40.0;45.0;33.0;32.03125;2;22;16;6;6;5;1;1;32.5;2;3;25.0;2;3;30.0;1;3;30.0;1;2;0.0;0;1;40.0;1;3;35.0;1;2;2
19;10;476.73;65.16;64.0;53.95;48.43;10;31.153846153846153;1;25;12;5;1;1;20.0;30.0;35.0;40.0;40.0;40.0;0.0;28.125;2;21;12;9;4;2;2;2;30.0;1;3;27.5;2;3;25.0;3;3;0.0;0;2;0.0;0;1;30.0;1;3;0.0;0;2;1
20;18;488.95;69.99;58.93;60.25;54.57;18;37.2;0;15;0;7;0;5;35.0;40.0;30.0;40.0;45.0;40.0;39.0;36.375;0;16;16;0;6;6;0;1;30.0;1;3;30.0;1;3;35.0;1;3;35.0;1;2;0.0;0;1;45.0;1;3;46.0;1;2;3
21;20;470.3;69.99;64.0;60.25;62.69;20;33.4;1;19;4;6;1;5;27.5;30.0;35.0;40.0;35.0;40.0;38.0;36.34375;1;19;16;3;6;6;0;1;32.5;2;3;40.0;1;3;35.0;1;3;30.0;1;2;0.0;0;1;35.0;1;3;47.0;1;2;2
22;14;498.96;85.28;54.12;62.54;57.13;7;41.666666666666664;0;15;0;7;0;1;45.0;45.0;40.0;35.0;35.0;40.0;45.0;40.892857142857146;1;17;14;3;5;5;0;1;45.0;1;3;40.0;1;3;40.0;1;3;0.0;0;2;0.0;0;1;32.5;2;3;50.0;1;2;2
23;20;459.4;67.54;58.93;60.25;65.86;20;34.666666666666664;0;15;0;7;0;5;35.0;30.0;35.0;40.0;40.0;35.0;30.0;33.1875;1;20;16;4;6;5;1;1;35.0;1;3;30.0;1;3;45.0;1;3;30.0;1;2;0.0;0;1;35.0;1;3;18.0;3;2;2
24;9;476.9;62.82;58.93;55.99;83.41;9;35.333333333333336;0;15;0;7;0;1;35.0;35.0;35.0;35.0;35.0;40.0;35.0;32.3125;2;22;16;6;6;4;2;1;30.0;1;3;22.5;2;3;27.5;2;3;38.0;1;2;0.0;0;1;45.0;1;3;33.0;1;2;2
25;16;469.39;60.49;64.0;62.54;48.43;19;15.0;0;9;0;0;4;1;15.0;0.0;15.0;15.0;0.0;15.0;0.0;11.25;0;3;3;0;1;0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;15.0;1;3;0.0;0;2;1
26;0;499.77;73.29;58.68;59.24;55.64;19;33.833333333333336;2;22;7;6;1;5;30.0;40.0;27.5;35.0;35.0;40.0;40.0;30.3125;4;28;16;12;6;3;3;2;22.5;2;3;22.5;2;3;25.0;2;3;40.0;1;2;0.0;0;1;35.0;2;3;45.0;1;2;2
27;10;486.46;72.55;51.73;62.54;71.53;10;38.333333333333336;0;15;0;7;0;5;40.0;40.0;35.0;40.0;40.0;40.0;35.0;36.625;0;16;16;0;6;6;0;1;40.0;1;3;30.0;1;3;45.0;1;3;30.0;1;2;0.0;0;1;35.0;1;3;38.0;1;2;2
28;2;465.84;75.27;64.0;55.99;76.45;11;37.0;0;15;0;7;0;5;35.0;30.0;35.0;40.0;40.0;40.0;45.0;38.0;0;16;16;0;6;6;0;1;40.0;1;3;35.0;1;3;35.0;1;3;40.0;1;2;0.0;0;1;40.0;1;3;39.0;1;2;2
29;6;481.74;78.22;56.51;58.09;59.81;6;38.333333333333336;0;9;0;4;0;1;35.0;0.0;40.0;45.0;0.0;40.0;0.0;30.0;0;3;3;0;1;1;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;40.0;1;3;0.0;0;2;1
30;10;425.89;72.55;64.0;49.87;48.43;10;35.06666666666667;1;19;4;6;1;5;25.0;40.0;30.0;40.0;45.0;40.0;43.0;36.5625;2;21;16;5;6;5;1;1;30.0;2;3;35.0;1;3;45.0;1;3;27.5;2;2;0.0;0;1;40.0;1;3;40.0;1;2;2
31;14;463.31;72.55;51.73;53.95;64.23;18;33.13333333333333;1;19;4;6;1;5;25.0;35.0;30.0;40.0;40.0;35.0;41.0;30.46875;2;25;16;9;6;4;2;1;30.0;1;3;27.5;2;3;25.0;3;3;30.0;1;2;0.0;0;1;30.0;1;3;45.0;1;2;2
32;7;479.42;75.27;61.41;65.0;64.23;6;37.666666666666664;0;15;0;7;0;5;40.0;30.0;35.0;40.0;40.0;40.0;40.0;34.25;2;22;16;6;6;5;1;1;35.0;2;3;25.0;2;3;30.0;1;3;42.0;1;2;0.0;0;1;40.0;1;3;37.0;1;2;2
33;10;455.39;65.16;69.69;65.0;71.53;10;35.0;0;11;0;5;0;10;30.0;0.0;35.0;45.0;40.0;35.0;0.0;30.0;2;18;12;6;4;3;1;1;30.0;1;3;25.0;2;3;30.0;1;3;0.0;0;2;0.0;0;1;35.0;2;3;0.0;0;2;1
34;0;467.41;65.16;58.93;62.54;59.81;4;30.144444444444446;2;26;11;5;2;1;21.666666666666668;30.0;27.5;35.0;40.0;40.0;34.0;27.53125;4;31;16;15;6;2;4;1;22.5;2;3;25.0;2;3;25.0;2;3;13.5;4;2;0.0;0;1;40.0;1;3;38.0;1;2;2
35;20;468.78;69.99;58.93;45.64;67.6;20;35.4;0;15;0;7;0;1;30.0;35.0;40.0;40.0;35.0;35.0;38.0;33.1875;0;16;16;0;6;6;0;1;30.0;1;3;30.0;1;3;30.0;1;3;36.0;1;2;0.0;0;1;35.0;1;3;42.0;1;2;2
36;21;482.52;75.27;61.41;55.99;57.13;21;31.53846153846154;0;13;0;6;0;1;30.0;30.0;30.0;40.0;30.0;40.0;0.0;29.375;3;27;12;15;4;2;2;1;35.0;2;3;20.0;4;3;27.5;2;3;0.0;0;2;0.0;0;1;35.0;1;3;0.0;0;2;1
37;0;456.98;72.55;56.51;58.09;0.0;20;26.11111111111111;0;9;0;2;2;10;20.0;0.0;25.0;40.0;0.0;40.0;0.0;18.75;0;3;3;0;1;0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;25.0;1;3;0.0;0;2;1
38;20;462.28;65.16;64.0;53.95;57.13;20;35.13333333333333;0;15;0;7;0;5;30.0;40.0;35.0;40.0;30.0;40.0;41.0;36.875;0;16;16;0;6;6;0;1;30.0;1;3;45.0;1;3;35.0;1;3;30.0;1;2;0.0;0;1;40.0;1;3;40.0;1;2;2
39;13;482.52;65.16;61.41;60.25;59.81;13;37.0;0;15;0;7;0;5;30.0;40.0;35.0;40.0;40.0;40.0;45.0;35.46875;1;19;16;3;6;5;1;1;35.0;1;3;27.5;2;3;35.0;1;3;40.0;1;2;0.0;0;1;35.0;1;3;45.0;1;2;2
40;16;456.64;58.13;66.74;60.25;79.55;18;33.6;0;15;0;7;0;5;30.0;40.0;30.0;40.0;35.0;40.0;32.0;33.125;2;22;16;6;6;5;1;1;32.5;2;3;27.5;2;3;30.0;1;3;35.0;1;2;0.0;0;1;40.0;1;3;35.0;1;2;3
41;6;457.91;85.28;61.41;65.0;59.81;7;36.333333333333336;0;15;0;7;0;5;35.0;35.0;40.0;40.0;35.0;35.0;35.0;30.25;3;24;16;8;6;5;1;1;30.0;1;3;27.5;2;3;30.0;1;3;30.0;1;2;0.0;0;1;32.5;2;3;32.0;2;2;2
42;6;450.16;72.55;58.93;51.92;59.81;8;27.272727272727273;1;15;4;2;3;1;25.0;0.0;25.0;35.0;25.0;40.0;0.0;28.333333333333332;0;9;9;0;3;1;2;2;25.0;1;3;0.0;0;3;20.0;1;3;0.0;0;2;0.0;0;1;40.0;1;3;0.0;0;2;2
43;10;486.91;85.28;51.73;65.0;57.13;12;22.77777777777778;0;9;0;2;2;10;15.0;0.0;30.0;20.0;0.0;35.0;0.0;18.75;0;3;3;0;1;0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;25.0;1;3;0.0;0;2;1
44;19;490.11;72.55;69.69;60.25;59.81;19;33.46666666666667;1;17;2;7;0;5;30.0;30.0;30.0;40.0;40.0;40.0;36.0;30.15625;2;22;16;6;6;5;1;1;30.0;2;3;22.5;2;3;30.0;1;3;35.0;1;2;0.0;0;1;35.0;1;3;30.0;1;2;2
45;10;467.75;81.5;51.73;55.99;54.57;2;38.0;0;15;0;7;0;5;30.0;35.0;40.0;40.0;40.0;40.0;50.0;32.90625;1;19;16;3;6;5;1;1;30.0;1;3;27.5;2;3;30.0;1;3;35.0;1;2;0.0;0;1;40.0;1;3;37.0;1;2;3
46;12;456.92;75.27;56.51;55.99;65.86;10;36.333333333333336;0;15;0;7;0;5;30.0;35.0;35.0;40.0;40.0;40.0;45.0;40.625;0;16;16;0;6;6;0;1;35.0;1;3;45.0;1;3;40.0;1;3;45.0;1;2;0.0;0;1;40.0;1;3;40.0;1;2;3
47;21;461.49;65.16;64.0;55.99;76.45;10;23.88888888888889;0;9;0;3;1;10;15.0;0.0;30.0;35.0;0.0;30.0;0.0;15.0;0;3;3;0;1;0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;20.0;1;3;0.0;0;2;1
48;14;500.12;85.28;54.12;58.09;65.86;14;40.45454545454545;0;11;0;5;0;1;45.0;0.0;35.0;40.0;40.0;40.0;0.0;27.857142857142858;0;6;6;0;2;2;0;2;0.0;0;3;0.0;0;3;30.0;1;3;0.0;0;2;0.0;0;1;35.0;1;3;0.0;0;2;1
49;21;471.41;75.27;61.41;53.95;47.21;21;20.0;0;9;0;0;4;10;20.0;0.0;20.0;15.0;0.0;25.0;0.0;11.25;0;3;3;0;1;0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;15.0;1;3;0.0;0;2;1
50;10;408.37;53.2;56.51;53.95;48.43;10;23.717948717948715;2;33;20;4;2;1;12.0;12.666666666666666;30.0;45.0;30.0;40.0;0.0;20.228571428571428;1;18;6;12;2;1;1;2;0.0;0;3;0.0;0;3;12.2;5;3;0.0;0;2;0.0;0;1;35.0;1;3;0.0;0;2;1
51;14;483.34;62.82;64.0;58.09;54.57;8;32.69230769230769;1;17;4;5;1;1;32.5;0.0;35.0;40.0;40.0;40.0;15.0;27.857142857142858;0;6;6;0;2;2;0;2;0.0;0;3;0.0;0;3;30.0;1;3;0.0;0;2;0.0;0;1;35.0;1;3;0.0;0;2;1
52;6;491.58;62.82;56.51;70.81;73.83;6;34.666666666666664;1;23;8;6;1;5;25.0;40.0;35.0;40.0;35.0;45.0;40.0;32.40625;3;28;16;12;6;3;3;1;25.0;2;3;27.5;2;3;28.333333333333332;3;3;35.0;1;2;0.0;0;1;40.0;1;3;43.0;1;2;2
53;16;467.79;78.22;58.93;55.99;67.6;8;38.0;0;15;0;7;0;5;30.0;45.0;35.0;45.0;40.0;40.0;45.0;35.40625;1;19;16;3;6;5;1;1;35.0;1;3;27.5;2;3;35.0;1;3;35.0;1;2;0.0;0;1;40.0;1;3;42.0;1;2;2
54;18;401.54;56.19;40.38;50.92;44.86;3;29.733333333333334;2;34;19;6;1;5;19.0;35.0;30.0;30.0;30.0;40.0;40.0;33.125;1;22;16;6;6;5;1;1;20.0;3;3;30.0;1;3;40.0;1;3;39.0;1;2;0.0;0;1;40.0;1;3;31.0;1;2;1
55;21;455.49;72.55;58.93;60.25;42.2;21;35.333333333333336;1;19;4;6;1;5;25.0;45.0;35.0;35.0;40.0;40.0;40.0;38.375;0;16;16;0;6;6;0;1;40.0;1;3;35.0;1;3;45.0;1;3;35.0;1;2;0.0;0;1;40.0;1;3;32.0;1;2;2
56;20;501.68;67.54;69.69;70.81;59.81;20;34.2;0;15;0;7;0;5;35.0;30.0;30.0;35.0;35.0;40.0;39.0;32.09375;1;19;16;3;6;6;0;1;30.0;1;3;32.5;2;3;30.0;1;3;30.0;1;2;0.0;0;1;30.0;1;3;43.0;1;2;2
57;14;471.02;61.68;58.17;57.59;51.96;8;39.666666666666664;0;15;0;7;0;5;35.0;40.0;40.0;40.0;40.0;45.0;45.0;40.3125;0;16;16;0;6;6;0;1;30.0;1;3;45.0;1;3;45.0;1;3;30.0;1;2;0.0;0;1;45.0;1;3;45.0;1;2;3
58;20;456.26;67.54;58.93;51.92;58.45;20;36.06666666666667;0;15;0;7;0;5;30.0;40.0;35.0;45.0;40.0;45.0;33.0;37.1875;0;16;16;0;6;6;0;1;35.0;1;3;30.0;1;3;35.0;1;3;35.0;1;2;0.0;0;1;45.0;1;3;45.0;1;2;2
59;14;463.98;78.22;58.93;65.0;52.09;14;33.0;1;19;4;7;0;1;32.5;35.0;30.0;40.0;30.0;35.0;35.0;30.0;2;18;12;6;4;3;1;1;30.0;1;3;25.0;2;3;35.0;1;3;0.0;0;2;0.0;0;1;30.0;2;3;0.0;0;2;1
60;16;485.01;72.55;49.32;60.25;55.84;11;37.666666666666664;0;15;0;7;0;5;40.0;30.0;35.0;40.0;35.0;40.0;45.0;35.75;2;22;16;6;6;5;1;1;35.0;1;3;32.5;2;3;27.5;2;3;40.0;1;2;0.0;0;1;45.0;1;3;36.0;1;2;2
61;15;474.74;81.5;61.41;60.25;67.6;14;36.333333333333336;1;19;4;6;1;5;27.5;45.0;35.0;40.0;40.0;40.0;40.0;34.71875;1;19;16;3;6;5;1;1;27.5;2;3;30.0;1;3;40.0;1;3;30.0;1;2;0.0;0;1;45.0;1;3;34.0;1;2;2
62;16;463.85;69.99;61.41;62.54;55.84;16;38.0;0;15;0;7;0;5;35.0;40.0;35.0;40.0;40.0;45.0;40.0;36.1875;0;16;16;0;6;6;0;1;35.0;1;3;40.0;1;3;30.0;1;3;30.0;1;2;0.0;0;1;40.0;1;3;42.0;1;2;3
63;8;463.31;55.71;66.74;51.92;49.65;8;31.37777777777778;2;25;10;6;1;1;21.666666666666668;30.0;40.0;40.0;32.5;35.0;32.0;32.78125;2;22;16;6;6;5;1;1;32.5;2;3;25.0;2;3;30.0;1;3;41.0;1;2;0.0;0;1;30.0;1;3;45.0;1;2;2
64;20;480.59;65.25;65.89;63.27;53.56;20;38.0;0;15;0;7;0;5;35.0;50.0;30.0;40.0;40.0;40.0;40.0;33.4375;0;16;16;0;6;6;0;1;30.0;1;3;30.0;1;3;35.0;1;3;30.0;1;2;0.0;0;1;40.0;1;3;35.0;1;2;3
65;0;480.49;72.55;51.73;62.54;67.6;1;38.0;0;15;0;7;0;5;30.0;40.0;35.0;45.0;45.0;40.0;45.0;35.5;2;22;16;6;6;6;0;1;32.5;2;3;32.5;2;3;30.0;1;3;35.0;1;2;0.0;0;1;45.0;1;3;39.0;1;2;2
66;8;482.21;75.27;66.74;49.87;52.09;8;33.666666666666664;1;19;4;6;1;5;22.5;40.0;30.0;40.0;35.0;45.0;45.0;35.15625;2;22;16;6;6;5;1;1;27.5;2;3;40.0;1;3;30.0;2;3;30.0;1;2;0.0;0;1;40.0;1;3;45.0;1;2;3
67;16;493.93;60.49;66.74;70.81;49.65;16;26.53846153846154;1;17;4;4;2;10;15.0;15.0;35.0;30.0;40.0;40.0;0.0;23.333333333333332;1;12;9;3;3;1;2;2;15.0;1;3;0.0;0;3;20.0;2;3;0.0;0;2;0.0;0;1;35.0;1;3;0.0;0;2;1
68;20;446.14;69.99;69.69;49.87;58.45;20;36.666666666666664;0;9;0;4;0;1;40.0;0.0;30.0;40.0;0.0;40.0;0.0;33.75;0;3;3;0;1;1;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;45.0;1;3;0.0;0;2;1
69;5;475.19;67.54;69.69;60.25;49.65;5;18.181818181818183;3;27;16;1;4;10;15.0;0.0;16.666666666666668;40.0;15.0;20.0;0.0;11.25;1;9;3;6;1;0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;15.0;3;3;0.0;0;2;1
70;11;489.31;78.22;58.93;65.0;59.81;11;32.111111111111114;1;23;8;6;1;5;21.666666666666668;35.0;30.0;40.0;35.0;45.0;40.0;33.6875;0;16;16;0;6;6;0;1;30.0;1;3;35.0;1;3;30.0;1;3;35.0;1;2;0.0;0;1;40.0;1;3;32.0;1;2;2
71;15;461.13;73.29;58.68;57.36;60.2;15;15.0;0;9;0;0;4;1;15.0;0.0;15.0;15.0;0.0;15.0;0.0;11.25;0;3;3;0;1;0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;15.0;1;3;0.0;0;2;1
72;8;415.29;47.67;41.52;53.95;76.45;8;27.0;2;21;6;4;3;1;22.5;25.0;30.0;40.0;30.0;45.0;15.0;30.0;1;15;12;3;4;3;1;1;30.0;1;3;15.0;2;3;35.0;1;3;0.0;0;2;0.0;0;1;40.0;1;3;0.0;0;2;1
73;20;411.24;50.54;44.26;58.09;43.48;20;28.653846153846153;2;28;15;4;2;1;20.0;30.0;27.5;40.0;35.0;40.0;0.0;28.61111111111111;2;18;9;9;3;1;2;2;23.333333333333332;3;3;0.0;0;3;27.5;2;3;0.0;0;2;0.0;0;1;35.0;1;3;0.0;0;2;2
74;6;471.49;69.99;58.93;58.09;55.84;7;30.42222222222222;1;23;8;6;1;5;23.333333333333332;30.0;30.0;35.0;30.0;40.0;39.0;29.53125;3;27;16;11;6;4;2;1;22.5;2;3;33.333333333333336;3;3;30.0;1;3;25.0;2;2;0.0;0;1;35.0;1;3;30.0;1;2;2
75;0;465.46;69.99;64.0;53.95;53.32;2;29.066666666666666;2;21;6;5;2;5;22.5;30.0;30.0;35.0;35.0;35.0;28.0;36.3125;0;16;16;0;6;6;0;1;35.0;1;3;35.0;1;3;30.0;1;3;42.0;1;2;0.0;0;1;35.0;1;3;46.0;1;2;2
76;20;492.59;72.55;61.41;65.0;88.67;20;24.444444444444443;0;9;0;3;1;1;15.0;0.0;30.0;35.0;0.0;35.0;0.0;26.25;0;3;3;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;35.0;1;3;0.0;0;2;1
77;0;426.14;55.71;56.51;58.09;54.57;18;16.11111111111111;0;9;0;0;4;10;15.0;0.0;15.0;15.0;0.0;25.0;0.0;15.0;0;3;3;0;1;0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;20.0;1;3;0.0;0;2;1
78;11;493.34;78.22;46.84;65.0;79.55;11;35.666666666666664;1;19;4;6;1;5;27.5;40.0;35.0;40.0;40.0;40.0;40.0;35.78125;1;19;16;3;6;5;1;1;35.0;1;3;27.5;2;3;45.0;1;3;30.0;1;2;0.0;0;1;40.0;1;3;35.0;1;2;2
79;18;457.59;69.99;58.93;62.54;52.09;18;33.24444444444445;2;25;10;6;1;5;26.666666666666668;30.0;35.0;40.0;32.5;40.0;41.0;36.09375;1;19;16;3;6;5;1;1;27.5;2;3;40.0;1;3;35.0;1;3;35.0;1;2;0.0;0;1;40.0;1;3;40.0;1;2;2
80;14;501.39;85.28;54.12;60.25;59.81;11;33.333333333333336;0;9;0;4;0;1;30.0;0.0;35.0;40.0;0.0;35.0;0.0;33.75;0;3;3;0;1;1;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;45.0;1;3;0.0;0;2;1
81;10;485.7;60.48;63.43;63.27;57.84;10;30.266666666666666;1;19;4;6;1;5;22.5;30.0;30.0;40.0;30.0;40.0;37.0;34.375;1;19;16;3;6;6;0;1;30.0;2;3;35.0;1;3;30.0;1;3;40.0;1;2;0.0;0;1;35.0;1;3;40.0;1;2;2
82;17;499.26;69.99;66.74;60.25;83.41;8;39.93333333333333;0;15;0;7;0;5;35.0;45.0;45.0;40.0;40.0;40.0;37.0;40.3125;0;16;16;0;6;6;0;1;40.0;1;3;35.0;1;3;50.0;1;3;30.0;1;2;0.0;0;1;40.0;1;3;45.0;1;2;3
83;15;503.9;55.71;66.74;62.54;73.83;18;15.0;0;9;0;0;4;10;15.0;0.0;15.0;15.0;0.0;15.0;0.0;11.25;0;3;3;0;1;0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;15.0;1;3;0.0;0;2;1
84;14;493.97;72.55;61.41;67.71;64.23;9;37.333333333333336;0;15;0;7;0;1;35.0;45.0;30.0;40.0;40.0;40.0;40.0;31.607142857142858;2;20;14;6;5;4;1;1;35.0;2;3;22.5;2;3;30.0;1;3;0.0;0;2;0.0;0;1;40.0;1;3;30.0;1;2;2
85;0;371.82;53.2;38.57;49.87;47.21;11;16.11111111111111;0;9;0;0;4;10;15.0;0.0;15.0;25.0;0.0;15.0;0.0;11.25;0;3;3;0;1;0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;15.0;1;3;0.0;0;2;1
86;21;449.22;69.99;61.41;55.99;58.45;21;32.08888888888889;2;26;11;6;1;5;23.333333333333332;30.0;30.0;35.0;45.0;45.0;34.0;32.75;2;25;16;9;6;4;2;1;26.666666666666668;3;3;25.0;2;3;40.0;1;3;32.0;1;2;0.0;0;1;35.0;1;3;40.0;1;2;2
87;21;410.7;53.2;46.84;65.0;50.87;21;36.53333333333333;0;15;0;7;0;5;35.0;40.0;35.0;35.0;30.0;40.0;44.0;33.6875;1;18;16;2;6;6;0;1;35.0;1;3;30.0;1;3;40.0;1;3;32.0;2;2;0.0;0;1;30.0;1;3;35.0;1;2;2
